id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156	
212377_s_at	NOTCH2	M	P	P	P	M	F	P	P	
214722_at	NOTCH2NL	F	F	M	F	F	F	F	F	
203237_s_at	NOTCH3	P	F	M	P	F	F	M	P	
203238_s_at	NOTCH3	F	F	F	F	F	F	F	F	
205247_at	NOTCH4	P	F	M	P	F	F	M	P	
204501_at	NOV	P	M	P	P	M	F	P	P	
214321_at	NOV	P	P	P	P	M	F	P	P	
205794_s_at	NOVA1	M	F	P	M	F	F	M	M	
207437_at	NOVA1	F	F	F	M	F	F	F	M	
206476_s_at	NOVA2	F	F	F	M	F	F	F	M	
206477_s_at	NOVA2	M	F	M	P	F	F	M	P	
206418_at	NOX1	M	F	M	F	F	F	F	M	
207217_s_at	NOX1	P	F	P	P	F	F	P	P	
207380_x_at	NOX1	M	F	M	M	F	F	M	M	
210808_s_at	NOX1	M	F	M	M	F	F	M	M	
221089_at	NOX3	F	F	F	F	F	F	F	F	
219773_at	NOX4	M	F	F	F	F	F	F	P	
220641_at	NOX5	M	F	M	M	F	F	M	M	
206699_x_at	NPAS1	M	F	M	P	F	F	M	P	
216975_x_at	NPAS1	F	F	M	M	F	F	F	M	
205459_s_at	NPAS2	P	P	P	P	M	F	P	P	
205460_at	NPAS2	P	P	P	P	M	F	P	P	
213462_at	NPAS2	P	P	P	P	P	P	P	P	
39548_at	NPAS2	M	M	P	P	F	F	P	P	
39549_at	NPAS2	P	P	P	P	P	M	P	P	
220316_at	NPAS3	F	F	F	M	F	F	F	F	
222172_at	NPAS3	F	F	F	F	F	F	F	F	
209798_at	NPAT	F	F	F	M	F	F	F	F	
211584_s_at	NPAT	M	F	M	P	F	F	M	P	
211585_at	NPAT	F	F	F	F	F	F	F	F	
221358_at	NPBWR2	F	F	F	F	F	F	F	F	
217584_at	NPC1	M	F	M	M	F	F	M	P	
220106_at	NPC1L1	F	F	F	M	F	F	F	M	
200701_at	NPC2	P	P	P	P	P	P	P	P	
218821_at	NPEPL1	P	P	P	P	M	F	P	P	
218822_s_at	NPEPL1	P	P	P	P	M	F	P	P	
201454_s_at	NPEPPS	P	P	P	P	P	M	P	P	
201455_s_at	NPEPPS	P	P	P	P	P	P	P	P	
214101_s_at	NPEPPS	P	P	P	P	P	M	P	P	
206402_s_at	NPFF	M	F	M	P	F	F	M	P	
214184_at	NPFF	F	F	F	M	F	F	F	M	
221387_at	NPFFR1	M	F	M	M	F	F	M	P	
206285_at	NPHP1	F	F	F	F	F	F	F	F	
213471_at	NPHP4	M	M	M	P	F	F	M	M	
216344_at	NPHP4	M	F	M	M	F	F	M	M	
207673_at	NPHS1	F	F	F	F	F	F	F	F	
220424_at	NPHS2	F	F	F	F	F	F	F	F	
204538_x_at	NPIP	P	P	P	P	P	F	P	P	
215123_at	NPIPL3	P	M	P	P	F	F	P	P	
215921_at	NPIPL3	P	M	P	P	F	F	P	P	
221210_s_at	NPL	F	F	F	F	F	F	F	F	
217796_s_at	NPLOC4	P	P	P	P	P	M	P	P	
200063_s_at	NPM1	P	P	P	P	P	P	P	P	
221691_x_at	NPM1	P	P	P	P	P	P	P	P	
221923_s_at	NPM1	P	P	P	P	P	M	P	P	
205129_at	NPM3	P	P	P	P	P	M	P	P	
209957_s_at	NPPA	M	F	M	P	F	F	M	M	
206801_at	NPPB	F	F	F	M	F	F	F	M	
221348_at	NPPC	M	F	F	M	F	F	M	M	
204648_at	NPR1	M	F	M	M	F	F	M	P	
32625_at	NPR1	F	F	F	F	F	F	F	P	
204310_s_at	NPR2	M	F	M	P	F	F	M	M	
214066_x_at	NPR2	M	F	M	M	F	F	M	M	
219789_at	NPR3	F	F	F	F	F	F	F	F	
219790_s_at	NPR3	F	F	F	F	F	F	F	F	
210373_at	NPRL2	M	F	M	M	F	F	M	M	
203289_s_at	NPRL3	P	F	P	P	F	F	P	P	
210672_s_at	NPRL3	P	P	P	P	P	F	P	P	
214273_x_at	NPRL3	P	M	M	P	F	F	P	P	
202228_s_at	NPTN	P	P	P	P	P	M	P	P	
204684_at	NPTX1	P	F	M	P	M	F	P	F	
213479_at	NPTX2	P	M	P	P	P	M	P	P	
213040_s_at	NPTXR	M	F	M	P	M	F	M	P	
217041_at	NPTXR	M	F	M	M	F	F	M	M	
221322_at	NPVF	F	F	F	F	F	F	F	M	
206001_at	NPY	M	M	P	P	F	F	M	M	
205440_s_at	NPY1R	F	F	F	F	F	F	F	F	
208379_x_at	NPY2R	F	F	F	M	F	F	F	M	
210729_at	NPY2R	F	F	F	F	F	F	F	F	
210730_s_at	NPY2R	F	F	F	M	F	F	F	M	
207400_at	NPY5R	F	F	F	M	F	F	F	F	
210444_at	NPY6R	F	F	F	M	F	F	F	M	
201467_s_at	NQO1	P	P	P	P	P	M	P	P	
201468_s_at	NQO1	P	P	P	P	P	M	M	P	
210519_s_at	NQO1	P	P	P	P	P	P	P	P	
203814_s_at	NQO2	P	P	P	P	P	P	P	P	
206644_at	NR0B1	F	F	F	F	F	F	F	M	
206645_s_at	NR0B1	M	F	F	M	F	F	F	M	
206410_at	NR0B2	M	F	F	M	F	F	M	M	
209750_at	NR1D2	P	F	M	M	M	F	P	M	
203920_at	NR1H3	M	M	M	P	F	F	M	P	
206340_at	NR1H4	M	F	M	M	F	F	M	P	
207202_s_at	NR1I2	F	F	M	M	F	F	M	M	
207203_s_at	NR1I2	M	F	M	M	F	F	M	P	
207007_at	NR1I3	F	F	F	M	F	F	F	M	
204791_at	NR2C1	P	P	P	P	M	F	P	P	
210530_s_at	NR2C1	M	F	M	P	F	F	F	P	
210531_at	NR2C1	F	F	F	F	F	F	F	M	
206038_s_at	NR2C2	M	F	M	P	F	F	M	P	
207443_at	NR2E1	F	F	F	F	F	F	F	F	
208385_at	NR2E3	M	F	M	M	F	F	M	M	
208388_at	NR2E3	F	F	F	F	F	F	F	M	
209505_at	NR2F1	P	M	P	P	P	F	P	P	
209506_s_at	NR2F1	P	P	P	P	P	F	P	P	
209119_x_at	NR2F2	P	P	P	P	P	M	P	P	
209120_at	NR2F2	P	P	P	P	P	M	P	P	
209121_x_at	NR2F2	P	P	P	P	P	P	P	P	
215073_s_at	NR2F2	P	P	P	P	P	M	P	P	
209261_s_at	NR2F6	P	M	P	P	F	F	P	P	
213354_s_at	NR2F6	F	F	F	M	F	F	F	M	
201865_x_at	NR3C1	P	P	P	P	P	F	P	P	
201866_s_at	NR3C1	P	M	P	P	M	F	P	P	
211671_s_at	NR3C1	P	P	P	P	P	F	P	P	
205259_at	NR3C2	M	M	M	M	F	F	P	M	
202340_x_at	NR4A1	M	F	M	M	F	F	M	P	
210226_at	NR4A1	F	F	F	M	F	F	F	M	
211143_x_at	NR4A1	M	F	M	M	F	F	M	P	
204621_s_at	NR4A2	P	F	P	M	F	F	M	P	
204622_x_at	NR4A2	P	F	P	P	M	F	M	P	
216248_s_at	NR4A2	P	M	P	P	M	F	M	P	
207978_s_at	NR4A3	F	F	F	F	F	F	F	F	
209959_at	NR4A3	M	F	M	F	F	F	F	F	
216979_at	NR4A3	M	F	M	M	F	F	F	M	
210333_at	NR5A1	M	F	M	M	F	F	F	M	
208337_s_at	NR5A2	F	F	F	F	F	F	F	F	
208343_s_at	NR5A2	F	F	F	F	F	F	F	F	
210174_at	NR5A2	F	F	F	F	F	F	F	F	
207742_s_at	NR6A1	F	F	F	F	F	F	F	F	
210391_at	NR6A1	M	F	M	M	F	F	M	M	
210392_x_at	NR6A1	F	F	F	F	F	F	F	F	
211402_x_at	NR6A1	F	F	F	F	F	F	F	F	
207089_at	NRAP	F	F	F	M	F	F	F	M	
221803_s_at	NRBF2	P	P	P	P	P	F	P	P	
217765_at	NRBP1	P	P	P	P	P	M	P	P	
204105_s_at	NRCAM	P	P	P	P	P	F	P	P	
216959_x_at	NRCAM	M	F	M	M	F	F	F	M	
208709_s_at	NRD1	P	P	P	P	P	M	P	P	
204651_at	NRF1	M	F	M	P	F	F	M	M	
204652_s_at	NRF1	M	F	P	P	M	F	P	P	
211279_at	NRF1	M	F	M	M	F	F	M	M	
211280_s_at	NRF1	M	F	M	M	F	F	M	P	
206237_s_at	NRG1	P	F	P	P	F	F	M	P	
206343_s_at	NRG1	P	P	P	P	P	P	P	P	
208230_s_at	NRG1	M	F	M	P	F	F	M	P	
208231_at	NRG1	F	F	F	F	F	F	F	M	
208241_at	NRG1	M	M	M	P	F	F	M	P	
206879_s_at	NRG2	F	F	F	M	F	F	F	M	
208062_s_at	NRG2	F	F	F	F	F	F	F	F	
204081_at	NRGN	F	F	F	M	F	F	F	M	
202600_s_at	NRIP1	P	M	P	M	F	F	P	P	
215104_at	NRIP2	M	F	M	M	F	F	M	P	
219557_s_at	NRIP3	P	P	P	P	M	F	P	P	
206596_s_at	NRL	F	F	F	M	F	F	F	F	
206597_at	NRL	M	F	M	M	F	F	M	M	
218625_at	NRN1	M	F	F	P	M	F	P	P	
210510_s_at	NRP1	P	P	P	P	P	F	P	P	
210615_at	NRP1	F	F	F	F	F	F	F	M	
212298_at	NRP1	P	P	P	P	P	P	P	P	
210841_s_at	NRP2	M	F	M	P	F	F	M	M	
210842_at	NRP2	F	F	F	F	F	F	F	F	
211844_s_at	NRP2	F	F	F	M	F	F	M	M	
214632_at	NRP2	M	F	F	M	F	F	M	M	
218359_at	NRSN2	P	M	P	P	M	F	P	P	
210683_at	NRTN	F	F	F	F	F	F	F	F	
209914_s_at	NRXN1	P	F	P	P	M	F	P	P	
209915_s_at	NRXN1	M	F	F	M	F	F	F	M	
216096_s_at	NRXN1	F	F	F	F	F	F	F	F	
209982_s_at	NRXN2	F	F	M	M	F	F	M	M	
209983_s_at	NRXN2	M	F	M	M	F	F	M	P	
205795_at	NRXN3	P	F	M	P	F	F	M	P	
215020_at	NRXN3	F	F	F	M	F	F	F	M	
215021_s_at	NRXN3	P	F	M	P	F	F	M	P	
201922_at	NSA2	P	P	P	P	P	M	P	P	
219084_at	NSD1	M	M	M	P	F	F	P	P	
209279_s_at	NSDHL	P	M	P	P	M	F	P	P	
202395_at	NSF	P	P	P	P	P	F	P	P	
217830_s_at	NSFL1C	P	P	P	P	P	F	P	P	
217831_s_at	NSFL1C	P	P	P	P	P	M	P	P	
220248_x_at	NSFL1C	P	P	P	P	P	M	P	P	
209483_s_at	NSL1	F	F	F	M	F	F	F	M	
209484_s_at	NSL1	M	F	P	P	M	F	P	P	
203269_at	NSMAF	P	M	P	P	F	F	P	P	
211376_s_at	NSMCE4A	P	P	P	P	P	M	P	P	
219067_s_at	NSMCE4A	P	P	P	P	P	M	P	P	
219458_s_at	NSUN3	F	F	M	M	F	F	M	M	
203802_x_at	NSUN5	P	P	P	P	P	F	P	P	
213773_x_at	NSUN5	P	P	P	P	P	F	P	P	
213670_x_at	NSUN5P1	P	P	P	P	P	F	P	P	
214100_x_at	NSUN5P1	P	P	P	P	P	F	P	P	
213460_x_at	NSUN5P2	P	P	P	P	P	F	P	P	
213842_x_at	NSUN5P2	P	P	P	P	P	F	P	P	
222128_at	NSUN6	F	F	M	M	F	F	F	M	
220194_at	NSUN7	F	F	F	F	F	F	F	M	
219214_s_at	NT5C	P	P	P	P	P	M	P	P	
209155_s_at	NT5C2	M	F	P	M	F	F	M	P	
218786_at	NT5DC3	P	M	P	P	P	F	P	P	
203939_at	NT5E	P	P	P	P	P	P	P	P	
219708_at	NT5M	M	F	M	P	F	F	M	P	
213061_s_at	NTAN1	P	P	P	P	P	M	P	P	
213062_at	NTAN1	P	P	P	P	P	M	P	P	
206706_at	NTF3	P	F	P	P	F	F	M	P	
209731_at	NTHL1	P	M	P	P	M	F	P	P	
222020_s_at	NTM	F	F	F	F	F	F	F	F	
208005_at	NTN1	F	F	F	M	F	F	F	M	
207640_x_at	NTN3	F	F	M	M	F	F	F	M	
206713_at	NTNG1	F	F	F	M	F	F	F	M	
208605_s_at	NTRK1	M	F	M	M	F	F	M	P	
207152_at	NTRK2	F	F	F	M	F	F	F	M	
214680_at	NTRK2	F	F	F	F	F	F	F	F	
221795_at	NTRK2	F	F	F	F	F	F	F	F	
221796_at	NTRK2	F	F	F	F	F	F	F	F	
206462_s_at	NTRK3	F	F	F	M	F	F	F	M	
213960_at	NTRK3	F	F	F	F	F	F	F	F	
215025_at	NTRK3	F	F	F	F	F	F	F	M	
215115_x_at	NTRK3	F	F	F	M	F	F	F	M	
215311_at	NTRK3	F	F	F	F	F	F	F	F	
217033_x_at	NTRK3	F	F	F	M	F	F	F	M	
217377_x_at	NTRK3	F	F	F	M	F	F	F	F	
206291_at	NTS	F	F	F	F	F	F	F	F	
207360_s_at	NTSR1	F	F	F	F	F	F	F	M	
206899_at	NTSR2	F	F	F	M	F	F	F	M	
204589_at	NUAK1	P	P	P	P	P	F	P	P	
203978_at	NUBP1	P	P	P	P	P	F	P	P	
218227_at	NUBP2	P	P	P	P	P	F	P	P	
220176_at	NUBPL	M	F	M	M	F	F	M	M	
200646_s_at	NUCB1	P	M	P	P	M	F	P	P	
200649_at	NUCB1	P	P	P	P	P	M	P	P	
217802_s_at	NUCKS1	P	P	P	P	P	P	P	P	
222027_at	NUCKS1	P	P	P	P	P	F	P	P	
201173_x_at	NUDC	P	P	P	P	P	P	P	P	
210574_s_at	NUDC	P	P	P	P	P	P	P	P	
210575_at	NUDC	F	F	F	M	F	F	F	M	
201269_s_at	NUDCD3	M	F	M	P	F	F	M	P	
204766_s_at	NUDT1	M	F	P	P	F	F	P	M	
219855_at	NUDT11	F	F	F	F	F	F	F	F	
214136_at	NUDT13	F	F	F	M	F	F	F	M	
219347_at	NUDT15	P	P	P	P	P	M	P	P	
219665_at	NUDT18	M	M	P	P	F	F	P	P	
218609_s_at	NUDT2	P	M	P	P	P	F	P	P	
202697_at	NUDT21	P	F	P	P	M	F	P	P	
213461_at	NUDT21	P	M	P	P	P	F	P	P	
221579_s_at	NUDT3	P	P	P	P	P	M	P	P	
206303_s_at	NUDT4	M	M	M	P	P	F	P	P	
212183_at	NUDT4	M	M	F	P	M	F	P	P	
220183_s_at	NUDT6	P	M	P	P	F	F	P	P	
215818_at	NUDT7	F	F	F	F	F	F	F	F	
215824_at	NUDT7	F	F	F	F	F	F	F	F	
205134_s_at	NUFIP1	P	M	P	P	F	F	P	P	
205135_s_at	NUFIP1	P	M	P	P	P	F	P	P	
205136_s_at	NUFIP1	M	F	M	P	M	F	M	P	
200747_s_at	NUMA1	P	P	P	P	P	F	P	P	
214250_at	NUMA1	M	F	M	M	F	F	F	M	
214251_s_at	NUMA1	P	M	P	P	F	F	M	P	
207545_s_at	NUMB	P	M	P	P	M	F	P	P	
209073_s_at	NUMB	P	P	P	P	M	F	P	P	
218768_at	NUP107	P	P	P	P	P	P	P	P	
202097_at	NUP153	P	P	P	P	P	M	P	P	
206550_s_at	NUP155	P	P	P	P	P	F	P	P	
212709_at	NUP160	P	P	P	P	P	M	P	P	
214962_s_at	NUP160	P	M	P	P	M	F	P	P	
214963_at	NUP160	M	F	M	P	F	F	M	P	
212691_at	NUP188	P	P	P	P	P	M	P	P	
214675_at	NUP188	F	F	F	M	F	F	F	M	
217601_at	NUP188	M	F	M	M	F	F	M	P	
212247_at	NUP205	P	P	P	P	P	P	P	P	
222382_x_at	NUP205	M	F	M	P	F	F	M	M	
212315_s_at	NUP210	M	M	P	P	M	F	P	P	
212316_at	NUP210	P	P	P	P	P	F	P	P	
213947_s_at	NUP210	P	P	P	P	P	F	P	P	
220035_at	NUP210	F	F	F	M	F	F	F	F	
202155_s_at	NUP214	M	F	M	P	F	F	P	P	
211261_at	NUP214	M	F	M	P	F	F	M	P	
218622_at	NUP37	P	M	P	P	M	F	P	P	
219007_at	NUP43	P	P	P	P	M	F	P	P	
213682_at	NUP50	P	P	P	P	P	F	P	P	
218293_x_at	NUP50	F	F	F	M	F	F	F	M	
218294_s_at	NUP50	P	M	P	P	M	F	P	P	
218295_s_at	NUP50	P	P	P	P	M	F	P	P	
215213_at	NUP54	F	F	F	F	F	F	F	M	
218256_s_at	NUP54	P	P	P	P	P	M	P	P	
207740_s_at	NUP62	P	P	P	P	P	M	P	P	
220520_s_at	NUP62CL	F	F	M	F	F	F	M	M	
214192_at	NUP88	M	F	F	M	F	F	F	P	
203194_s_at	NUP98	P	P	P	P	P	F	P	P	
203195_s_at	NUP98	P	P	P	P	P	F	P	P	
210793_s_at	NUP98	P	P	P	P	P	F	P	P	
204435_at	NUPL1	P	M	P	P	M	F	P	P	
204003_s_at	NUPL2	P	F	P	P	M	F	P	P	
209230_s_at	NUPR1	P	F	P	P	F	F	P	P	
37079_at	NUS1P3	P	M	P	P	F	F	P	P	
219978_s_at	NUSAP1	P	P	P	P	P	M	P	P	
202397_at	NUTF2	P	P	P	P	P	M	P	P	
208922_s_at	NXF1	P	P	P	P	P	M	P	P	
220981_x_at	NXF2	M	F	M	P	F	F	M	P	
220110_s_at	NXF3	M	F	F	F	F	F	F	M	
219489_s_at	NXN	P	P	P	P	P	P	P	P	
221991_at	NXPH3	M	F	M	P	F	F	M	P	
221967_at	NXPH4	M	F	M	M	F	F	M	P	
218708_at	NXT1	P	P	P	P	P	F	P	P	
209628_at	NXT2	M	F	P	M	F	F	P	P	
209629_s_at	NXT2	P	M	P	P	M	F	P	P	
220911_s_at	NYNRIN	F	F	F	F	F	F	F	F	
221684_s_at	NYX	F	F	F	F	F	F	F	M	
202869_at	OAS1	M	F	F	M	F	F	M	F	
205552_s_at	OAS1	M	F	M	M	F	F	M	M	
204972_at	OAS2	F	F	F	M	F	F	F	F	
206553_at	OAS2	M	F	M	M	F	F	M	M	
218400_at	OAS3	P	M	P	P	M	F	P	P	
205660_at	OASL	P	F	P	P	F	F	P	P	
210797_s_at	OASL	P	F	P	P	F	F	P	P	
201599_at	OAT	P	P	P	P	P	P	P	P	
200077_s_at	OAZ1	P	P	P	P	P	P	P	P	
215952_s_at	OAZ1	P	P	P	P	P	P	P	P	
201364_s_at	OAZ2	P	P	P	P	M	F	P	P	
201365_at	OAZ2	P	P	P	P	P	F	P	P	
213863_s_at	OAZ3	M	F	M	M	F	F	M	M	
222075_s_at	OAZ3	F	F	P	F	F	F	F	M	
219100_at	OBFC1	P	M	P	P	M	F	P	P	
219334_s_at	OBFC2A	M	F	M	M	F	F	M	M	
218903_s_at	OBFC2B	P	P	P	P	P	F	P	P	
220848_x_at	OBP2A	M	F	M	M	F	F	M	P	
220427_at	OBSCN	M	F	M	P	F	F	M	P	
212775_at	OBSL1	P	P	P	P	M	F	P	P	
212776_s_at	OBSL1	P	P	P	P	P	F	P	P	
213946_s_at	OBSL1	P	F	P	P	F	F	M	P	
214928_at	OBSL1	F	F	F	M	F	F	F	M	
206498_at	OCA2	F	F	F	F	F	F	F	F	
205441_at	OCEL1	M	F	P	P	F	F	P	P	
208274_at	OCLM	F	F	F	M	F	F	F	M	
207944_at	OCM2	F	F	F	M	F	F	F	M	
203446_s_at	OCRL	P	P	P	P	P	F	P	P	
208316_s_at	OCRL	P	P	P	P	M	F	P	P	
220133_at	ODAM	F	F	F	F	F	F	F	F	
200790_at	ODC1	P	P	P	P	P	F	P	P	
214485_at	ODF1	F	F	F	F	F	F	F	F	
210415_s_at	ODF2	P	P	P	P	P	F	P	P	
205728_at	ODZ1	F	F	F	F	F	F	F	M	
219523_s_at	ODZ3	P	M	P	P	F	F	P	P	
213273_at	ODZ4	F	F	F	F	F	F	F	F	
203569_s_at	OFD1	P	M	P	P	M	F	P	P	
201282_at	OGDH	P	P	P	P	P	P	P	P	
219277_s_at	OGDHL	F	F	F	M	F	F	F	F	
221090_s_at	OGFOD1	P	M	P	P	P	F	P	P	
219245_s_at	OGFOD2	P	M	P	P	M	F	P	P	
219246_s_at	OGFOD2	M	F	M	P	F	F	M	P	
44617_at	OGFOD2	M	M	M	P	F	F	P	P	
202841_x_at	OGFR	P	P	P	P	P	F	P	P	
210443_x_at	OGFR	P	P	P	P	M	F	P	P	
211512_s_at	OGFR	P	M	P	P	P	F	P	P	
211513_s_at	OGFR	P	M	P	P	M	F	P	P	
219582_at	OGFRL1	P	P	P	P	P	P	P	P	
205301_s_at	OGG1	P	M	P	P	M	F	P	P	
205760_s_at	OGG1	P	P	P	P	M	F	P	P	
215272_at	OGG1	M	F	F	M	F	F	F	M	
218730_s_at	OGN	P	F	F	F	F	F	P	P	
207563_s_at	OGT	P	M	P	P	M	F	P	P	
207564_x_at	OGT	P	P	P	P	P	F	P	P	
209240_at	OGT	P	P	P	P	P	M	P	P	
212307_s_at	OGT	P	P	P	P	M	F	P	P	
220594_at	OGT	M	F	M	M	F	F	M	P	
213599_at	OIP5	P	P	P	P	M	F	P	P	
219293_s_at	OLA1	P	P	P	P	P	P	P	P	
219975_x_at	OLAH	F	F	F	F	F	F	F	F	
205591_at	OLFM1	F	F	F	M	F	F	F	F	
210924_at	OLFM1	F	F	F	M	F	F	F	M	
213131_at	OLFM1	F	F	F	F	F	F	F	F	
212768_s_at	OLFM4	P	M	P	P	M	F	P	P	
217525_at	OLFML1	F	F	F	F	F	F	F	M	
213075_at	OLFML2A	P	P	P	P	P	F	P	P	
213125_at	OLFML2B	F	F	F	F	F	F	F	F	
218162_at	OLFML3	P	F	F	P	M	F	P	P	
213824_at	OLIG2	F	F	F	F	F	F	F	F	
213825_at	OLIG2	F	F	F	F	F	F	F	F	
210004_at	OLR1	F	F	F	F	F	F	F	F	
205907_s_at	OMD	F	F	F	F	F	F	F	M	
205908_s_at	OMD	F	F	F	F	F	F	F	M	
207093_s_at	OMG	F	F	M	M	F	F	F	M	
221361_at	OMP	M	F	F	M	F	F	F	M	
210745_at	ONECUT1	F	F	F	F	F	F	F	M	
207676_at	ONECUT2	M	F	M	M	F	F	M	M	
212213_x_at	OPA1	P	P	P	P	P	M	P	P	
212214_at	OPA1	P	P	P	P	P	M	P	P	
214306_at	OPA1	P	P	P	P	M	F	P	P	
206357_at	OPA3	M	F	M	M	F	F	M	P	
206215_at	OPCML	F	F	F	M	F	F	M	M	
214111_at	OPCML	F	F	F	F	F	F	F	F	
206323_x_at	OPHN1	P	P	P	P	P	M	P	P	
222025_s_at	OPLAH	F	F	F	F	F	F	F	F	
208036_at	OPN1SW	F	F	M	M	F	F	F	M	
219032_x_at	OPN3	M	F	M	P	M	F	M	P	
207792_at	OPRD1	M	F	M	M	F	F	M	M	
207553_at	OPRK1	F	F	F	M	F	F	F	M	
206563_s_at	OPRL1	M	F	M	M	F	F	F	M	
206564_at	OPRL1	M	F	M	M	F	F	M	M	
207989_at	OPRM1	F	F	F	F	F	F	F	F	
207994_s_at	OPRM1	F	F	F	F	F	F	F	M	
211359_s_at	OPRM1	F	F	F	F	F	F	F	F	
202073_at	OPTN	P	P	P	P	P	F	P	P	
202074_s_at	OPTN	P	P	P	P	P	F	P	P	
221339_at	OR10C1	F	F	F	M	F	F	F	M	
208558_at	OR10H1	F	F	M	M	F	F	F	M	
208543_at	OR10H2	F	F	F	F	F	F	F	F	
208520_at	OR10H3	F	F	M	M	F	F	F	M	
221346_at	OR10J1	M	F	M	M	F	F	M	M	
221343_at	OR11A1	F	F	F	F	F	F	F	M	
221344_at	OR12D2	F	F	F	M	F	F	F	M	
221431_s_at	OR12D3	F	F	F	M	F	F	F	M	
221388_at	OR1A1	F	F	F	F	F	F	F	F	
221445_at	OR1A2	F	F	F	F	F	F	F	F	
221464_at	OR1D2	F	F	F	M	F	F	F	M	
214515_at	OR1E1	F	F	F	F	F	F	F	M	
221402_at	OR1F1	F	F	F	M	F	F	F	M	
217308_at	OR1F2P	F	F	F	F	F	F	F	F	
221375_at	OR1G1	F	F	F	F	F	F	F	M	
216408_at	OR2B2	F	F	F	F	F	F	F	F	
216522_at	OR2B6	F	F	F	M	F	F	F	M	
221460_at	OR2C1	M	F	M	P	F	F	M	P	
208526_at	OR2F1	F	F	F	M	F	F	F	M	
217302_at	OR2F2	F	F	F	F	F	F	F	F	
216817_s_at	OR2H1	F	F	F	M	F	F	F	M	
208573_s_at	OR2H2	F	F	F	F	F	F	F	F	
217081_at	OR2H2	F	F	F	F	F	F	F	F	
208508_s_at	OR2J2	F	F	F	F	F	F	F	F	
216818_s_at	OR2J2	F	F	F	F	F	F	F	F	
217334_at	OR2J3	F	F	F	F	F	F	F	F	
221409_at	OR2S2	F	F	F	M	F	F	F	M	
221451_s_at	OR2W1	F	F	F	F	F	F	F	M	
221353_at	OR3A1	F	F	F	F	F	F	F	M	
221386_at	OR3A2	F	F	F	F	F	F	F	M	
221426_s_at	OR3A3	F	F	F	M	F	F	F	M	
221424_s_at	OR51E2	F	F	F	M	F	F	F	M	
221329_at	OR52A1	F	F	F	M	F	F	F	M	
208521_at	OR5I1	F	F	F	M	F	F	F	M	
221465_at	OR6A2	F	F	F	M	F	F	F	M	
217316_at	OR7A10	F	F	F	F	F	F	F	F	
208509_s_at	OR7A17	F	F	F	M	F	F	F	M	
208285_at	OR7A5	F	F	F	M	F	F	F	M	
216690_at	OR7C1	F	F	F	M	F	F	F	M	
208507_at	OR7C2	F	F	F	M	F	F	F	M	
217551_at	OR7E14P	F	F	M	F	F	F	M	M	
222327_x_at	OR7E156P	M	F	M	P	F	F	M	P	
216536_at	OR7E19P	F	F	F	F	F	F	F	M	
215463_at	OR7E24	F	F	F	F	F	F	F	M	
222304_x_at	OR7E47P	F	F	F	M	F	F	F	M	
215770_at	OR7E87P	F	F	F	F	F	F	F	M	
217529_at	ORAI2	P	M	P	P	P	F	P	P	
218811_at	ORAI2	M	F	M	P	F	F	M	P	
218812_s_at	ORAI2	P	F	P	P	F	F	M	P	
221864_at	ORAI3	P	P	P	P	P	F	P	P	
204853_at	ORC2	P	M	P	P	M	F	P	P	
210028_s_at	ORC3	P	M	P	P	F	F	P	P	
203351_s_at	ORC4	P	M	P	P	M	F	P	P	
203352_at	ORC4	P	M	P	P	F	F	P	P	
204957_at	ORC5	P	P	P	P	P	F	P	P	
211212_s_at	ORC5	P	P	P	P	M	F	P	P	
211213_at	ORC5	F	F	F	F	F	F	F	M	
219105_x_at	ORC6	P	M	P	P	P	F	P	P	
205040_at	ORM1	F	F	F	F	F	F	F	F	
218556_at	ORMDL2	P	P	P	P	P	M	P	P	
200714_x_at	OS9	P	P	P	P	P	M	P	P	
215399_s_at	OS9	P	P	P	P	P	F	P	P	
201799_s_at	OSBP	P	P	P	P	M	F	P	P	
201800_s_at	OSBP	P	P	P	P	P	F	P	P	
221237_s_at	OSBP2	M	F	P	P	F	F	P	P	
216755_at	OSBPL10	F	F	M	M	F	F	M	M	
217017_at	OSBPL10	M	F	M	M	F	F	M	P	
219073_s_at	OSBPL10	P	P	P	P	P	P	P	P	
218304_s_at	OSBPL11	P	M	P	P	M	F	P	P	
208158_s_at	OSBPL1A	P	P	P	P	P	F	P	P	
209485_s_at	OSBPL1A	P	P	P	P	M	F	P	P	
209221_s_at	OSBPL2	M	F	M	P	F	F	M	P	
209222_s_at	OSBPL2	P	F	M	P	F	F	M	P	
209626_s_at	OSBPL3	P	P	P	P	P	P	P	P	
209627_s_at	OSBPL3	P	P	P	P	P	P	P	P	
208163_s_at	OSBPL7	M	F	M	P	F	F	M	P	
210344_at	OSBPL7	M	F	M	P	F	F	M	P	
212582_at	OSBPL8	F	F	M	M	F	F	F	M	
212585_at	OSBPL8	F	F	M	M	F	F	M	M	
218047_at	OSBPL9	P	M	P	P	M	F	P	P	
209450_at	OSGEP	P	P	P	P	P	M	P	P	
220631_at	OSGEPL1	M	F	M	P	F	F	M	M	
219475_at	OSGIN1	M	F	M	M	F	F	M	P	
