id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156	
214765_s_at	NAAA	F	F	M	M	F	F	P	M	
215178_x_at	NAAA	F	F	F	M	F	F	M	M	
222161_at	NAALAD2	F	F	F	F	F	F	F	M	
207895_at	NAALADL1	F	F	F	M	F	F	F	M	
208047_s_at	NAB1	P	M	P	P	M	F	P	P	
209272_at	NAB1	P	M	P	P	F	F	P	P	
211139_s_at	NAB1	P	P	P	P	M	F	P	P	
212803_at	NAB2	P	F	P	P	M	F	P	P	
216017_s_at	NAB2	M	F	M	P	F	F	M	P	
200735_x_at	NACA	P	P	P	P	P	P	P	P	
208635_x_at	NACA	P	P	P	P	P	P	P	P	
222018_at	NACA	M	M	M	P	F	F	M	M	
222224_at	NACA2	F	F	F	M	F	F	F	M	
213630_at	NACAD	P	P	P	P	P	F	P	P	
211445_x_at	NACAP1	P	P	P	P	P	M	P	P	
212993_at	NACC2	P	P	P	P	P	M	P	P	
208917_x_at	NADK	P	M	P	P	M	F	P	P	
208918_s_at	NADK	P	P	P	P	P	F	P	P	
208919_s_at	NADK	P	P	P	P	P	M	P	P	
213607_x_at	NADK	P	P	P	P	M	F	P	P	
213613_s_at	NADK	M	F	M	P	F	F	M	P	
215159_s_at	NADK	P	M	P	P	M	F	P	P	
218840_s_at	NADSYN1	P	P	P	P	M	F	P	P	
202268_s_at	NAE1	P	P	P	P	P	P	P	P	
210496_at	NAG18	F	F	F	F	F	F	F	F	
202943_s_at	NAGA	P	M	P	P	M	F	P	P	
202944_at	NAGA	M	F	P	P	F	F	P	P	
218231_at	NAGK	P	M	P	P	M	F	M	P	
204360_s_at	NAGLU	P	M	P	P	M	F	P	P	
215880_at	NAGLU	F	F	F	M	F	F	F	M	
205090_s_at	NAGPA	P	P	P	P	M	F	P	P	
204861_s_at	NAIP	M	F	M	M	F	F	F	P	
217738_at	NAMPT	P	P	P	P	P	M	P	P	
217739_s_at	NAMPT	P	P	P	P	P	P	P	P	
220184_at	NANOG	F	F	F	F	F	F	F	F	
218189_s_at	NANS	P	P	P	P	P	M	P	P	
204528_s_at	NAP1L1	P	P	P	P	P	P	P	P	
208752_x_at	NAP1L1	P	P	P	P	P	P	P	P	
208753_s_at	NAP1L1	P	P	P	P	P	P	P	P	
208754_s_at	NAP1L1	P	P	P	P	P	P	P	P	
212967_x_at	NAP1L1	P	P	P	P	P	P	P	P	
213864_s_at	NAP1L1	P	P	P	P	P	P	P	P	
219368_at	NAP1L2	F	F	F	F	F	F	F	F	
204749_at	NAP1L3	F	F	F	F	F	F	F	F	
201414_s_at	NAP1L4	P	P	P	P	P	P	P	P	
206491_s_at	NAPA	P	P	P	P	P	M	P	P	
208751_at	NAPA	P	P	P	P	P	M	P	P	
210048_at	NAPG	M	M	P	P	M	F	P	P	
219862_s_at	NARF	P	P	P	P	P	M	P	P	
218713_at	NARG2	P	M	P	P	M	F	P	P	
200027_at	NARS	P	P	P	P	P	P	P	P	
219217_at	NARS2	P	P	P	P	M	F	P	P	
201969_at	NASP	P	P	P	P	P	F	P	P	
201970_s_at	NASP	P	P	P	P	P	P	P	P	
214440_at	NAT1	F	F	M	F	F	F	F	F	
217884_at	NAT10	P	P	P	P	P	M	P	P	
206797_at	NAT2	F	F	F	M	F	F	F	M	
210874_s_at	NAT6	M	F	P	P	F	F	M	P	
210289_at	NAT8	F	F	F	F	F	F	F	P	
206964_at	NAT8B	F	F	F	F	F	F	F	M	
204382_at	NAT9	P	M	P	P	M	F	P	P	
218330_s_at	NAV2	P	P	P	P	P	M	P	P	
204823_at	NAV3	P	M	P	P	P	F	P	P	
216466_at	NAV3	F	F	F	F	F	F	F	M	
216632_at	NAV3	F	F	F	F	F	F	F	F	
202926_at	NBAS	P	F	P	P	F	F	P	P	
221207_s_at	NBEA	M	F	M	M	F	F	M	P	
212443_at	NBEAL2	P	M	M	P	M	F	P	P	
201621_at	NBL1	P	M	P	P	P	F	P	P	
37005_at	NBL1	P	P	P	P	P	M	P	P	
219791_s_at	NBLA00301	P	M	M	P	M	F	M	P	
202905_x_at	NBN	P	P	P	P	P	M	P	P	
202906_s_at	NBN	P	P	P	P	P	F	P	P	
202907_s_at	NBN	P	P	P	P	P	P	P	P	
217299_s_at	NBN	P	P	P	P	P	F	P	P	
212854_x_at	NBPF10	P	P	P	P	P	F	P	P	
214693_x_at	NBPF10	P	M	P	P	M	F	P	P	
201383_s_at	NBR1	M	M	P	M	F	F	M	M	
201384_s_at	NBR1	M	M	P	P	M	F	P	P	
207631_at	NBR2	M	F	M	M	F	F	M	P	
211685_s_at	NCALD	M	M	P	P	F	F	M	P	
209968_s_at	NCAM1	M	F	M	M	F	F	F	M	
212843_at	NCAM1	P	F	M	M	F	F	M	P	
214952_at	NCAM1	M	F	M	M	F	F	F	M	
217359_s_at	NCAM1	F	F	F	M	F	F	F	F	
205669_at	NCAM2	F	F	F	M	F	F	F	M	
205143_at	NCAN	F	F	F	F	F	F	F	F	
212789_at	NCAPD3	P	P	P	P	P	F	P	P	
218662_s_at	NCAPG	P	P	P	P	P	P	P	P	
218663_at	NCAPG	P	P	P	P	P	P	P	P	
219588_s_at	NCAPG2	P	P	P	P	P	P	P	P	
212949_at	NCAPH	P	P	P	P	P	M	P	P	
205086_s_at	NCAPH2	P	M	P	P	M	F	P	P	
209718_at	NCAPH2	M	F	M	M	F	F	M	M	
221633_at	NCAPH2	M	F	P	P	F	F	M	P	
40640_at	NCAPH2	P	F	P	P	F	F	M	P	
209519_at	NCBP1	F	F	M	M	F	F	F	M	
209520_s_at	NCBP1	P	P	P	P	P	F	P	P	
201517_at	NCBP2	P	P	P	P	P	F	P	P	
201521_s_at	NCBP2	P	P	P	P	P	F	P	P	
209556_at	NCDN	P	M	P	P	P	F	P	P	
209557_s_at	NCDN	P	F	P	P	F	F	P	P	
214084_x_at	NCF1C	P	M	P	P	F	F	P	P	
209949_at	NCF2	F	F	F	F	F	F	F	P	
205147_x_at	NCF4	F	F	F	M	F	F	F	M	
207677_s_at	NCF4	M	F	F	M	F	F	M	P	
211063_s_at	NCK1	P	P	P	P	P	F	P	P	
207738_s_at	NCKAP1	P	P	P	P	P	P	P	P	
217465_at	NCKAP1	P	P	P	P	M	F	P	P	
209734_at	NCKAP1L	M	F	M	P	F	F	M	P	
216114_at	NCKIPSD	P	F	P	P	F	F	P	P	
216116_at	NCKIPSD	M	F	M	M	F	F	M	M	
218697_at	NCKIPSD	P	P	P	P	P	F	P	P	
200610_s_at	NCL	P	P	P	P	P	P	P	P	
215857_at	NCLN	F	F	F	M	F	F	F	M	
215859_at	NCLN	F	F	F	M	F	F	F	M	
222206_s_at	NCLN	P	P	P	P	P	F	P	P	
209105_at	NCOA1	F	F	F	F	F	F	F	M	
209106_at	NCOA1	F	F	F	F	F	F	F	F	
209107_x_at	NCOA1	F	F	M	M	F	F	M	P	
210249_s_at	NCOA1	F	F	M	F	F	F	M	M	
205731_s_at	NCOA2	F	F	F	M	F	F	F	M	
205732_s_at	NCOA2	F	F	F	F	F	F	F	M	
212867_at	NCOA2	F	M	M	P	F	F	M	P	
215605_at	NCOA2	M	F	F	P	F	F	M	P	
209060_x_at	NCOA3	P	M	P	P	M	F	P	P	
209061_at	NCOA3	P	M	P	P	M	F	P	P	
209062_x_at	NCOA3	P	P	P	P	P	F	P	P	
211352_s_at	NCOA3	M	F	M	P	F	F	M	P	
210774_s_at	NCOA4	P	P	P	P	P	F	P	P	
208979_at	NCOA6	P	P	P	P	P	F	P	P	
200854_at	NCOR1	P	P	P	P	M	F	P	P	
200855_at	NCOR1	P	P	P	P	M	F	P	P	
200856_x_at	NCOR1	P	P	P	P	M	F	P	P	
200857_s_at	NCOR1	P	P	P	P	P	F	P	P	
207760_s_at	NCOR2	P	P	P	P	P	P	P	P	
208888_s_at	NCOR2	F	F	M	M	F	F	F	M	
208889_s_at	NCOR2	M	F	M	P	F	F	M	P	
215205_x_at	NCOR2	P	F	P	P	M	F	P	P	
207860_at	NCR1	F	F	F	F	F	F	F	M	
217088_s_at	NCR1	F	F	F	M	F	F	F	M	
217095_x_at	NCR1	M	F	M	M	F	F	M	P	
217045_x_at	NCR2	M	F	P	P	F	F	M	P	
217493_x_at	NCR2	P	M	P	P	F	F	P	P	
221074_at	NCR2	F	F	M	M	F	F	F	M	
221075_s_at	NCR2	F	F	F	F	F	F	F	M	
210763_x_at	NCR3	M	F	M	P	F	F	P	P	
211010_s_at	NCR3	M	F	M	P	F	F	M	P	
211583_x_at	NCR3	M	F	M	P	F	F	M	P	
207063_at	NCRNA00185	F	F	M	P	F	F	F	M	
218266_s_at	NCS1	P	M	P	P	M	F	P	P	
208759_at	NCSTN	P	P	P	P	P	P	P	P	
204162_at	NDC80	P	P	P	P	P	M	P	P	
218414_s_at	NDE1	M	M	M	P	F	F	M	P	
208093_s_at	NDEL1	P	P	P	P	P	F	P	P	
217800_s_at	NDFIP1	P	P	P	P	P	F	P	P	
209550_at	NDN	F	F	F	F	F	F	F	F	
219747_at	NDNF	M	F	M	M	F	F	M	P	
219899_x_at	NDOR1	P	F	P	P	F	F	M	P	
206022_at	NDP	P	F	M	M	F	F	M	M	
200632_s_at	NDRG1	P	P	P	P	P	M	P	P	
206453_s_at	NDRG2	M	F	P	P	F	F	M	P	
214278_s_at	NDRG2	F	F	F	M	F	F	F	M	
214279_s_at	NDRG2	F	F	M	F	F	F	F	M	
217286_s_at	NDRG3	P	P	P	P	P	F	P	P	
221082_s_at	NDRG3	P	P	P	P	M	F	P	P	
209159_s_at	NDRG4	P	M	P	P	M	F	M	P	
202607_at	NDST1	P	P	P	P	P	M	P	P	
202608_s_at	NDST1	M	F	M	M	F	F	M	M	
203916_at	NDST2	M	F	M	P	F	F	M	P	
220429_at	NDST3	F	F	F	F	F	F	F	M	
208334_at	NDST4	F	F	M	M	F	F	F	M	
202298_at	NDUFA1	P	P	P	P	P	P	P	P	
217860_at	NDUFA10	P	P	P	P	P	M	P	P	
220864_s_at	NDUFA13	P	P	P	P	P	P	P	P	
209223_at	NDUFA2	F	F	M	M	F	F	M	M	
209224_s_at	NDUFA2	P	P	P	P	P	P	P	P	
218563_at	NDUFA3	P	P	P	P	P	P	P	P	
217773_s_at	NDUFA4	P	P	P	P	P	F	P	P	
218484_at	NDUFA4L2	P	F	P	P	F	F	P	P	
201304_at	NDUFA5	P	P	P	P	P	P	P	P	
215850_s_at	NDUFA5	F	F	F	M	F	F	F	M	
202000_at	NDUFA6	P	M	P	P	M	F	P	P	
202001_s_at	NDUFA6	P	P	P	P	P	P	P	P	
202785_at	NDUFA7	P	P	P	P	P	M	P	P	
218160_at	NDUFA8	P	P	P	P	P	M	P	P	
208969_at	NDUFA9	P	P	P	P	P	P	P	P	
202077_at	NDUFAB1	P	P	P	P	P	M	P	P	
204125_at	NDUFAF1	M	M	P	P	F	F	P	P	
209177_at	NDUFAF3	P	P	P	P	P	M	P	P	
219006_at	NDUFAF4	P	P	P	P	P	P	P	P	
206790_s_at	NDUFB1	P	P	P	P	P	M	P	P	
218320_s_at	NDUFB11	P	P	P	P	P	P	P	P	
218200_s_at	NDUFB2	P	P	P	P	P	P	P	P	
218201_at	NDUFB2	P	P	P	P	P	P	P	P	
203371_s_at	NDUFB3	P	P	P	P	P	M	P	P	
218226_s_at	NDUFB4	P	P	P	P	P	P	P	P	
203621_at	NDUFB5	P	P	P	P	P	F	P	P	
203613_s_at	NDUFB6	P	P	P	P	P	M	P	P	
202839_s_at	NDUFB7	P	P	P	P	P	P	P	P	
211407_at	NDUFB7	M	F	M	M	F	F	F	M	
201227_s_at	NDUFB8	P	P	P	P	P	M	P	P	
214241_at	NDUFB8	M	F	M	P	F	F	P	P	
203478_at	NDUFC1	P	P	P	P	P	M	P	P	
218101_s_at	NDUFC2	P	P	P	P	P	P	P	P	
203039_s_at	NDUFS1	P	P	P	P	P	F	P	P	
201966_at	NDUFS2	P	P	P	P	P	M	P	P	
201740_at	NDUFS3	P	P	P	P	P	P	P	P	
209303_at	NDUFS4	P	P	P	P	P	F	P	P	
203606_at	NDUFS6	P	P	P	P	P	P	P	P	
211752_s_at	NDUFS7	P	P	P	P	P	M	P	P	
203189_s_at	NDUFS8	P	P	P	P	P	P	P	P	
203190_at	NDUFS8	P	P	P	P	P	P	P	P	
208714_at	NDUFV1	P	P	P	P	P	P	P	P	
202941_at	NDUFV2	P	P	P	P	P	P	P	P	
214657_s_at	NEAT1	P	P	P	P	P	F	P	P	
205054_at	NEB	P	F	M	P	F	F	M	P	
215368_at	NEB	F	F	F	F	F	F	F	M	
203961_at	NEBL	F	F	M	F	F	F	F	M	
203962_s_at	NEBL	F	F	M	F	F	F	F	F	
207279_s_at	NEBL	F	F	F	F	F	F	F	F	
216882_s_at	NEBL	M	F	M	M	F	F	M	M	
217585_at	NEBL	F	F	F	F	F	F	F	F	
215005_at	NECAB2	F	F	F	M	F	F	F	M	
210720_s_at	NECAB3	P	P	P	P	P	F	P	P	
209300_s_at	NECAP1	P	P	P	P	P	F	P	P	
220731_s_at	NECAP2	P	P	P	P	P	F	P	P	
213012_at	NEDD4	M	M	P	P	M	F	P	M	
212445_s_at	NEDD4L	P	P	P	P	P	M	P	P	
212448_at	NEDD4L	P	P	P	P	P	F	P	P	
201840_at	NEDD8	P	P	P	P	P	P	P	P	
202149_at	NEDD9	F	F	M	F	F	F	M	F	
202150_s_at	NEDD9	P	P	P	P	M	F	M	P	
204412_s_at	NEFH	M	F	P	P	F	F	F	P	
33767_at	NEFH	P	F	P	P	F	F	F	P	
221801_x_at	NEFL	F	F	F	M	F	F	F	M	
221805_at	NEFL	M	F	M	P	M	F	F	P	
221916_at	NEFL	F	F	M	P	F	F	F	M	
205113_at	NEFM	M	F	P	P	F	F	M	P	
219396_s_at	NEIL1	M	F	M	M	F	F	M	M	
219502_at	NEIL3	P	M	P	P	P	F	P	P	
211086_x_at	NEK1	M	F	M	P	F	F	M	M	
213328_at	NEK1	M	F	M	M	F	F	M	M	
213331_s_at	NEK1	M	M	M	M	F	F	M	M	
216213_at	NEK1	F	F	F	F	F	F	F	M	
219542_at	NEK11	M	F	M	M	F	F	M	P	
204641_at	NEK2	P	P	P	P	P	F	P	P	
211080_s_at	NEK2	M	M	P	P	M	F	P	P	
211089_s_at	NEK3	M	F	M	M	F	F	M	M	
213116_at	NEK3	P	F	M	M	F	F	M	P	
204634_at	NEK4	P	M	P	P	M	F	P	P	
212530_at	NEK7	P	P	P	P	P	F	P	P	
212299_at	NEK9	P	M	P	P	P	F	P	P	
214738_s_at	NEK9	P	F	P	P	F	F	P	P	
221214_s_at	NELF	P	P	P	P	P	F	P	P	
206089_at	NELL1	F	F	F	F	F	F	F	F	
203413_at	NELL2	P	M	M	P	F	F	P	P	
218649_x_at	NEMF	P	P	P	P	P	P	P	P	
213673_x_at	NENF	M	F	M	P	F	F	M	P	
214072_x_at	NENF	P	M	P	P	M	F	P	P	
214075_at	NENF	P	P	P	P	P	F	P	P	
214125_s_at	NENF	M	F	P	P	F	F	M	P	
218406_x_at	NENF	M	F	P	P	F	F	M	P	
204321_at	NEO1	P	P	P	P	P	F	P	P	
218678_at	NES	P	M	P	P	P	F	P	P	
201830_s_at	NET1	P	P	P	P	P	P	P	P	
218888_s_at	NETO2	P	P	P	P	P	F	P	P	
208926_at	NEU1	P	P	P	P	P	F	P	P	
221368_at	NEU2	M	F	M	M	F	F	F	M	
206948_at	NEU3	F	F	F	M	F	F	F	M	
216082_at	NEU3	M	F	M	M	F	F	F	M	
216083_s_at	NEU3	M	F	M	M	F	F	M	P	
204888_s_at	NEURL	F	F	F	M	F	F	F	M	
204889_s_at	NEURL	M	F	M	M	F	F	F	M	
206282_at	NEUROD1	M	F	F	M	F	F	F	F	
210271_at	NEUROD2	F	F	F	M	F	F	F	F	
221318_at	NEUROD4	F	F	F	F	F	F	F	F	
220045_at	NEUROD6	F	F	F	M	F	F	F	M	
208497_x_at	NEUROG1	M	F	M	M	F	F	F	M	
215632_at	NEUROG2	F	F	F	F	F	F	F	M	
207965_at	NEUROG3	F	F	M	M	F	F	F	M	
204323_x_at	NF1	M	F	M	M	F	F	F	M	
204325_s_at	NF1	M	F	F	M	F	F	F	M	
210631_at	NF1	F	F	F	F	F	F	F	M	
211094_s_at	NF1	M	F	F	F	F	F	F	M	
211095_at	NF1	F	F	F	F	F	F	F	F	
211914_x_at	NF1	M	F	F	M	F	F	F	M	
212676_at	NF1	M	F	M	P	F	F	M	M	
212678_at	NF1	P	M	P	P	M	F	P	P	
216115_at	NF1	M	F	M	P	F	F	M	P	
204991_s_at	NF2	F	F	F	M	F	F	F	M	
210767_at	NF2	F	F	F	F	F	F	F	F	
211017_s_at	NF2	F	F	M	M	F	F	M	M	
211091_s_at	NF2	M	F	M	M	F	F	M	P	
211092_s_at	NF2	F	F	F	F	F	F	F	M	
217150_s_at	NF2	M	F	M	M	F	F	M	P	
218915_at	NF2	P	M	P	P	M	F	P	P	
213438_at	NFASC	M	F	P	P	F	F	M	P	
214799_at	NFASC	F	F	M	M	F	F	F	P	
208003_s_at	NFAT5	M	F	F	F	F	F	M	F	
215092_s_at	NFAT5	P	M	P	P	M	F	P	P	
208196_x_at	NFATC1	M	F	M	P	F	F	M	P	
209664_x_at	NFATC1	F	F	F	M	F	F	F	M	
210162_s_at	NFATC1	F	F	F	F	F	F	F	F	
211105_s_at	NFATC1	F	F	F	F	F	F	F	F	
212808_at	NFATC2IP	P	M	P	P	M	F	P	P	
212809_at	NFATC2IP	P	P	P	P	M	F	P	P	
217526_at	NFATC2IP	P	P	P	P	P	F	P	P	
217527_s_at	NFATC2IP	P	P	P	P	P	F	P	P	
210555_s_at	NFATC3	P	F	P	P	F	F	M	P	
210556_at	NFATC3	F	F	F	M	F	F	F	M	
213345_at	NFATC4	M	F	M	M	F	F	F	P	
209930_s_at	NFE2	F	F	F	F	F	F	F	F	
200758_s_at	NFE2L1	P	P	P	P	P	M	P	P	
200759_x_at	NFE2L1	P	P	P	P	P	P	P	P	
214179_s_at	NFE2L1	P	P	P	P	P	M	P	P	
204702_s_at	NFE2L3	P	P	P	P	P	P	P	P	
209289_at	NFIB	P	F	P	P	F	F	M	P	
209290_s_at	NFIB	P	M	P	P	P	F	P	P	
211466_at	NFIB	F	F	F	F	F	F	F	F	
211467_s_at	NFIB	M	F	F	P	F	F	F	P	
213029_at	NFIB	P	F	P	P	M	F	P	P	
213032_at	NFIB	P	F	M	P	F	F	M	P	
213033_s_at	NFIB	M	F	M	P	F	F	M	P	
206929_s_at	NFIC	P	M	P	P	M	F	P	P	
213298_at	NFIC	P	P	P	P	P	F	P	P	
209807_s_at	NFIX	M	F	M	P	F	F	M	P	
209239_at	NFKB1	P	P	P	P	P	F	P	P	
209636_at	NFKB2	P	F	P	P	F	F	P	P	
211524_at	NFKB2	F	F	F	F	F	F	F	M	
214448_x_at	NFKBIB	P	M	P	P	M	F	P	P	
209973_at	NFKBIL1	P	M	P	P	M	F	P	P	
206968_s_at	NFRKB	P	P	P	P	M	F	P	P	
213028_at	NFRKB	P	M	P	P	M	F	P	P	
218455_at	NFS1	P	P	P	P	P	F	P	P	
218946_at	NFU1	P	P	P	P	P	F	P	P	
202584_at	NFX1	M	F	P	P	F	F	M	P	
202585_s_at	NFX1	M	F	M	P	F	F	M	P	
210268_at	NFX1	F	F	F	M	F	F	F	M	
204107_at	NFYA	P	P	P	P	P	F	P	P	
204108_at	NFYA	P	P	P	P	P	M	P	P	
204109_s_at	NFYA	P	P	P	P	M	F	P	P	
215720_s_at	NFYA	M	F	M	P	F	F	M	P	
218127_at	NFYB	P	M	P	P	M	F	P	P	
218128_at	NFYB	M	M	P	P	M	F	P	P	
218129_s_at	NFYB	P	M	P	P	M	F	P	P	
202215_s_at	NFYC	P	P	P	P	P	F	P	P	
202216_x_at	NFYC	P	P	P	P	P	F	P	P	
211251_x_at	NFYC	P	P	P	P	P	F	P	P	
211797_s_at	NFYC	P	P	P	P	P	F	P	P	
220337_at	NGB	M	F	M	M	F	F	F	P	
213794_s_at	NGDN	P	P	P	P	P	M	P	P	
216263_s_at	NGDN	F	F	F	F	F	F	F	F	
206814_at	NGF	P	F	P	P	M	F	P	P	
205858_at	NGFR	M	F	M	P	F	F	M	P	
217963_s_at	NGFRAP1	P	P	P	P	P	F	P	P	
207492_at	NGLY1	M	F	F	M	F	F	F	M	
220742_s_at	NGLY1	P	M	P	P	M	F	P	P	
219418_at	NHEJ1	P	F	P	P	F	F	P	P	
214628_at	NHLH1	F	F	F	M	F	F	F	F	
214497_s_at	NHLH2	M	F	M	M	F	F	M	M	
215228_at	NHLH2	M	F	F	M	F	F	F	M	
219353_at	NHLRC2	P	M	P	P	F	F	P	P	
209104_s_at	NHP2	P	P	P	P	P	P	P	P	
201076_at	NHP2L1	P	P	P	P	P	M	P	P	
201077_s_at	NHP2L1	P	P	P	P	P	P	P	P	
202007_at	NID1	F	F	F	M	F	F	M	P	
202008_s_at	NID1	M	F	F	F	F	F	M	M	
204114_at	NID2	F	F	F	F	F	F	F	F	
218133_s_at	NIF3L1	P	M	P	P	M	F	P	P	
219285_s_at	NIN	F	F	F	F	F	F	F	F	
203045_at	NINJ1	P	P	P	P	P	F	P	P	
219594_at	NINJ2	P	M	P	P	M	F	P	P	
207705_s_at	NINL	M	M	M	P	M	F	F	P	
219031_s_at	NIP7	P	P	P	P	P	M	P	P	
212129_at	NIPA2	P	P	P	P	P	F	P	P	
212133_at	NIPA2	P	P	P	P	P	F	P	P	
220128_s_at	NIPAL2	M	F	M	P	F	F	M	P	
210267_at	NIPAL3	F	F	F	F	F	F	F	F	
214579_at	NIPAL3	P	P	P	P	P	F	P	P	
207108_s_at	NIPBL	P	M	P	P	M	F	P	P	
212469_at	NIPBL	P	M	P	P	M	F	P	P	
212483_at	NIPBL	M	F	M	M	F	F	P	P	
213918_s_at	NIPBL	M	F	P	P	M	F	P	P	
201708_s_at	NIPSNAP1	P	F	P	P	F	F	M	P	
221104_s_at	NIPSNAP3B	F	F	F	F	F	F	F	F	
218557_at	NIT2	P	P	P	P	P	M	P	P	
219438_at	NKAIN1	F	F	F	M	F	F	F	P	
213915_at	NKG7	M	F	M	P	F	F	M	P	
218240_at	NKIRAS2	P	M	P	P	M	F	P	P	
222105_s_at	NKIRAS2	P	M	P	P	M	F	P	P	
205004_at	NKRF	P	M	P	P	M	F	P	P	
202379_s_at	NKTR	M	F	P	P	M	F	M	M	
202380_s_at	NKTR	P	P	P	P	P	F	P	P	
215338_s_at	NKTR	M	F	M	M	F	F	M	M	
215339_at	NKTR	F	F	F	M	F	F	F	M	
210673_x_at	NKX2-1	M	F	M	M	F	F	M	P	
211024_s_at	NKX2-1	F	F	F	F	F	F	F	F	
206915_at	NKX2-2	F	F	F	F	F	F	F	F	
206578_at	NKX2-5	M	F	M	M	F	F	M	M	
207451_at	NKX2-8	M	F	M	M	F	F	M	P	
209706_at	NKX3-1	M	P	P	P	M	F	P	P	
211497_x_at	NKX3-1	F	F	M	M	F	F	F	M	
211498_s_at	NKX3-1	F	F	F	F	F	F	F	M	
207031_at	NKX3-2	P	F	M	P	F	F	M	P	
221366_at	NKX6-1	M	F	M	M	F	F	F	M	
203866_at	NLE1	M	M	M	P	M	F	P	P	
203867_s_at	NLE1	P	P	P	P	P	M	P	P	
205893_at	NLGN1	M	F	M	M	F	F	M	M	
219726_at	NLGN3	F	F	M	M	F	F	F	M	
221933_at	NLGN4X	F	F	F	F	F	F	F	F	
207703_at	NLGN4Y	F	F	F	P	F	F	M	M	
218318_s_at	NLK	M	F	M	P	F	F	M	P	
210113_s_at	NLRP1	F	F	F	M	F	F	F	M	
211822_s_at	NLRP1	F	F	F	M	F	F	M	P	
211824_x_at	NLRP1	F	F	F	P	F	F	M	P	
221690_s_at	NLRP2	F	F	F	F	F	F	F	F	
207075_at	NLRP3	M	F	F	M	F	F	F	M	
216015_s_at	NLRP3	F	F	F	F	F	F	F	M	
216016_at	NLRP3	F	F	F	F	F	F	F	M	
219680_at	NLRX1	P	M	P	P	F	F	P	P	
205204_at	NMB	M	F	F	M	F	F	M	M	
207333_at	NMBR	F	F	F	F	F	F	F	F	
218036_x_at	NMD3	P	M	P	P	M	F	P	P	
201577_at	NME1	P	P	P	P	P	P	P	P	
204862_s_at	NME3	P	P	P	P	P	P	P	P	
212739_s_at	NME4	M	P	P	P	P	F	P	P	
206197_at	NME5	F	F	F	F	F	F	F	F	
205851_at	NME6	P	M	P	P	M	F	P	P	
219553_at	NME7	P	P	P	P	P	P	P	P	
203964_at	NMI	P	M	P	P	P	F	P	P	
209755_at	NMNAT2	F	F	M	M	F	F	F	M	
201157_s_at	NMT1	P	P	P	P	P	F	P	P	
201159_s_at	NMT1	P	M	P	P	M	F	M	P	
205005_s_at	NMT2	P	P	P	P	P	M	P	P	
205006_s_at	NMT2	P	P	P	P	P	F	P	P	
215069_at	NMT2	M	F	M	M	F	F	M	P	
215743_at	NMT2	P	M	P	P	M	F	P	P	
206023_at	NMU	M	F	F	M	F	F	P	P	
221383_at	NMUR1	M	F	M	M	F	F	M	P	
204239_s_at	NNAT	F	F	F	F	F	F	F	M	
202237_at	NNMT	P	P	P	P	P	M	P	P	
202238_s_at	NNMT	P	P	P	P	F	F	F	P	
202783_at	NNT	P	P	P	P	P	M	P	P	
202115_s_at	NOC2L	P	P	P	P	P	M	P	P	
218889_at	NOC3L	P	P	P	P	P	M	P	P	
218860_at	NOC4L	P	M	P	P	M	F	P	P	
221073_s_at	NOD1	P	F	M	P	F	F	P	P	
220066_at	NOD2	F	F	F	F	F	F	F	F	
218591_s_at	NOL10	M	F	M	M	F	F	M	M	
221970_s_at	NOL11	P	P	P	P	P	P	P	P	
219324_at	NOL12	P	M	P	P	M	F	P	P	
222057_at	NOL12	M	F	M	P	F	F	M	M	
221566_s_at	NOL3	P	P	P	P	P	M	P	P	
59625_at	NOL3	P	P	P	P	P	M	P	P	
206045_s_at	NOL4	F	F	F	F	F	F	F	F	
218199_s_at	NOL6	P	M	P	P	M	F	P	P	
202882_x_at	NOL7	P	P	P	P	P	P	P	P	
210097_s_at	NOL7	P	P	P	P	P	P	P	P	
213838_at	NOL7	P	P	P	P	P	F	P	P	
218244_at	NOL8	P	P	P	P	P	F	P	P	
218754_at	NOL9	P	P	P	P	P	F	P	P	
211949_s_at	NOLC1	P	P	P	P	P	F	P	P	
211951_at	NOLC1	P	P	P	P	P	M	P	P	
200057_s_at	NONO	P	P	P	P	P	P	P	P	
208698_s_at	NONO	P	P	P	P	P	P	P	P	
210470_x_at	NONO	P	P	P	P	P	P	P	P	
217962_at	NOP10	P	P	P	P	P	P	P	P	
214661_s_at	NOP14	P	P	P	P	P	F	P	P	
203023_at	NOP16	P	P	P	P	P	P	P	P	
209327_s_at	NOP16	P	M	P	P	F	F	P	P	
213833_x_at	NOP16	P	M	P	P	F	F	P	P	
214011_s_at	NOP16	P	P	P	P	P	P	P	P	
214427_at	NOP2	P	P	P	P	P	M	P	P	
200874_s_at	NOP56	P	P	P	P	P	M	P	P	
200875_s_at	NOP56	P	P	P	P	P	P	P	P	
207309_at	NOS1	F	F	F	M	F	F	F	F	
207310_s_at	NOS1	M	F	M	M	F	F	M	P	
215153_at	NOS1AP	M	F	M	M	F	F	M	M	
210037_s_at	NOS2	M	F	M	M	F	F	M	M	
202443_x_at	NOTCH2	M	P	P	P	M	F	P	P	
202445_s_at	NOTCH2	M	F	M	M	F	F	M	M	
210756_s_at	NOTCH2	M	P	P	P	M	F	P	P	
