id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156
202044_at	ARHGAP35	7.9127	7.2643	7.7443	7.0379	7.4684	7.7653	7.4429	7.4178
202045_s_at	ARHGAP35	8.2976	8.5443	8.2415	8.3638	7.9718	8.2394	8.1792	8.5673
202046_s_at	ARHGAP35	6.6581	6.2900	6.5299	6.0154	5.9861	5.9459	6.2743	6.5141
204425_at	ARHGAP4	5.6460	5.5596	5.2568	5.7647	5.9986	6.2997	6.4132	5.9788
205414_s_at	ARHGAP44	7.7811	6.9938	7.8174	7.5693	6.4679	6.9024	7.5782	8.3542
215232_at	ARHGAP44	6.1958	5.8261	5.7773	5.9496	5.7475	5.9011	5.6624	6.2299
217936_at	ARHGAP5	7.9100	8.1484	8.5528	8.8911	8.5316	8.7035	8.2424	7.7341
206167_s_at	ARHGAP6	3.7155	3.6135	3.8057	4.4465	4.2027	4.4133	4.6719	5.0531
208085_s_at	ARHGAP6	5.1936	5.0841	4.9410	4.8053	4.8849	5.2447	4.9446	5.2361
201167_x_at	ARHGDIA	10.2787	9.1387	9.5519	9.1632	9.0678	8.6103	9.4571	9.3775
201168_x_at	ARHGDIA	9.8218	10.1163	10.3524	10.2183	10.7330	10.4510	10.5572	10.6084
211716_x_at	ARHGDIA	11.0696	11.6343	11.8571	11.6980	12.2396	11.4017	12.1137	12.0083
213606_s_at	ARHGDIA	10.7799	9.7789	10.1312	9.7666	9.3078	9.3737	10.0536	10.1514
201288_at	ARHGDIB	9.8167	9.8350	9.9301	9.2947	10.0918	10.9205	10.0525	10.3332
206888_s_at	ARHGDIG	7.1528	6.5581	6.9525	6.9763	6.9209	7.3722	6.5937	7.0461
203055_s_at	ARHGEF1	8.2771	8.3627	8.3607	8.3930	8.2989	8.6994	8.5430	8.1924
215139_at	ARHGEF10	5.8582	5.9021	5.7274	5.6021	5.5737	5.8581	5.6356	5.8429
216620_s_at	ARHGEF10	8.1925	8.9541	7.8036	8.2777	9.2787	9.2026	7.7041	7.6712
221656_s_at	ARHGEF10L	7.9962	7.4606	8.0599	7.7646	7.5228	7.8648	7.8999	7.8420
202913_at	ARHGEF11	8.4045	8.5829	8.1351	8.5478	8.2962	8.3913	8.9051	8.6591
202914_s_at	ARHGEF11	7.5142	7.5313	7.1555	7.3999	7.0456	7.2564	7.4170	7.2620
201333_s_at	ARHGEF12	6.5923	5.8345	5.9323	5.9081	6.1161	6.0477	6.6371	6.1249
201335_s_at	ARHGEF12	6.7427	7.0480	6.3435	6.3429	6.3668	6.5000	6.1028	6.5441
210741_at	ARHGEF12	5.1194	5.0147	4.7450	4.5368	4.6618	5.0076	4.7028	4.9716
205507_at	ARHGEF15	5.5538	5.3472	5.0829	5.5134	5.5243	5.5603	5.5548	5.9108
217348_x_at	ARHGEF15	6.6673	6.2124	6.2553	6.3633	6.1377	6.3392	6.6884	6.8102
208009_s_at	ARHGEF16	7.3786	6.9096	7.0776	7.0172	6.6433	7.1666	7.3508	7.3952
203756_at	ARHGEF17	7.3387	7.1749	7.7597	7.9112	7.7400	7.5985	7.3203	8.0504
213039_at	ARHGEF18	9.9652	10.4856	10.5552	10.3013	10.2838	10.0483	10.3117	11.0515
207629_s_at	ARHGEF2	8.1142	7.5097	6.9798	7.8279	7.2881	7.2276	7.5832	8.1441
222121_at	ARHGEF26	5.7523	6.5229	5.9566	5.7668	5.7946	6.0590	5.6056	6.0589
218501_at	ARHGEF3	6.8647	6.0874	6.4732	7.1309	7.2536	8.1412	7.7622	7.9817
221119_at	ARHGEF38	5.6318	5.1142	5.2689	5.4158	5.2448	5.2982	5.3686	5.5728
205109_s_at	ARHGEF4	5.4992	5.0681	5.5624	5.5599	5.2792	6.0458	5.0064	6.4108
211891_s_at	ARHGEF4	5.5208	5.0410	5.3205	5.0817	4.8920	5.5670	5.1238	5.7707
216912_at	ARHGEF4	5.9737	5.7752	5.7422	5.7867	5.8358	6.2656	5.6317	5.9774
220326_s_at	ARHGEF40	8.2436	8.1559	7.8272	7.9485	7.5430	7.5829	8.2294	7.7553
58780_s_at	ARHGEF40	7.4830	7.8192	7.0730	7.2339	6.7838	6.6600	7.4909	7.2431
204765_at	ARHGEF5	6.6763	6.6564	6.2955	6.6641	6.3248	6.8520	6.7203	7.0258
209539_at	ARHGEF6	2.7121	2.2176	2.1887	3.2067	3.2190	2.4730	3.5735	2.8992
202547_s_at	ARHGEF7	5.9545	5.6039	5.7132	5.7079	5.6932	5.8412	6.2139	6.8350
202548_s_at	ARHGEF7	7.5553	7.4358	7.5980	7.6524	7.5422	7.9291	8.0973	8.7051
203263_s_at	ARHGEF9	6.2369	6.0619	6.3788	6.4548	6.0794	6.5047	6.4048	6.9582
203264_s_at	ARHGEF9	6.5697	6.2841	7.1655	7.0576	6.7068	6.6045	6.6116	6.5537
207591_s_at	ARID1A	6.8493	6.1817	6.4302	6.5094	6.5081	6.8763	6.4892	6.6653
210649_s_at	ARID1A	9.8889	9.0079	9.1785	10.1905	8.9984	9.9104	9.6918	9.6145
212152_x_at	ARID1A	9.8768	9.3504	9.4578	10.1447	9.7250	9.8438	10.1392	9.7887
218917_s_at	ARID1A	9.7488	8.4501	8.9786	9.6819	8.8731	9.1269	9.8478	9.0796
205865_at	ARID3A	5.5536	4.8672	5.3535	5.7002	5.5328	5.4824	5.3363	5.6380
218964_at	ARID3B	5.5765	5.0938	5.2713	5.6129	5.4475	5.3554	5.7915	5.6830
205062_x_at	ARID4A	6.4807	6.8719	6.4731	6.6689	7.0574	6.8878	6.4609	6.4084
214139_at	ARID4B	6.0675	5.6717	5.7902	6.1033	6.0281	5.9287	5.7555	6.1563
213138_at	ARID5A	7.1637	6.8956	7.6166	6.9585	7.0572	7.2379	7.4413	7.0901
201878_at	ARIH1	6.7345	6.9775	6.5490	6.4720	6.7609	6.5956	6.8710	6.4197
201879_at	ARIH1	5.7890	5.8148	6.3075	5.7996	6.0595	6.2373	6.1983	5.5270
201880_at	ARIH1	7.3239	7.1076	7.4689	7.3005	7.1231	7.7745	7.7891	7.0069
201881_s_at	ARIH1	7.0245	7.1824	6.8580	6.7674	7.2772	6.9580	7.3143	6.4015
201228_s_at	ARIH2	6.8032	6.7815	6.8592	6.4865	6.6706	7.1465	6.9196	6.6939
201229_s_at	ARIH2	8.4700	7.9855	7.9432	7.6749	7.7295	8.3644	8.1361	7.4780
201230_s_at	ARIH2	8.5559	8.1486	8.2673	7.8517	8.3185	7.9672	8.3418	7.6729
216008_s_at	ARIH2	7.1493	7.1354	7.0362	6.8781	7.4515	7.4539	7.4698	6.9259
201657_at	ARL1	9.0923	9.6071	9.0509	8.6941	8.9308	9.6962	8.7000	8.5347
201658_at	ARL1	8.2536	8.1957	8.3763	8.2834	8.5287	9.0809	8.2197	7.8551
201659_s_at	ARL1	7.9252	7.8430	8.1781	7.8623	7.8018	8.7580	7.6404	7.4537
220468_at	ARL14	5.3605	5.3949	4.9354	4.4423	5.1504	5.5463	5.2557	5.2295
219842_at	ARL15	5.8056	6.0486	5.5179	5.7800	5.5867	5.8124	5.9722	6.0585
202564_x_at	ARL2	10.3302	10.4468	10.5606	10.6831	9.8694	10.2130	10.1988	10.5115
202091_at	ARL2BP	5.8283	5.4495	5.5859	5.8881	5.5728	5.8685	5.7097	5.9564
202092_s_at	ARL2BP	8.2400	7.2395	7.8092	7.4228	7.7227	8.1570	8.0568	7.9690
202641_at	ARL3	7.4331	7.6073	7.6039	7.8553	7.8174	7.9907	7.6121	7.1192
213433_at	ARL3	6.1224	5.7251	6.1167	6.1328	6.2327	6.3649	5.8196	6.3326
205020_s_at	ARL4A	6.3425	6.6750	6.7366	7.3380	7.1252	7.6161	8.4792	7.3083
202206_at	ARL4C	8.6483	7.3758	6.7442	7.8413	7.2020	7.5526	7.8567	7.6143
202207_at	ARL4C	9.9608	8.9743	8.4439	9.0320	9.0537	9.3990	8.7679	8.4728
213759_at	ARL4C	6.1817	6.1073	6.0838	6.1150	5.9123	6.1842	6.0532	6.3613
203586_s_at	ARL4D	5.9748	5.6602	5.9822	6.5940	6.3581	6.8975	5.8722	6.2799
203587_at	ARL4D	4.9150	5.0256	4.8352	4.6487	4.7673	5.0609	4.7722	4.8677
218150_at	ARL5A	7.1185	6.4146	7.3317	7.2500	7.3539	7.5228	6.9851	7.8517
211935_at	ARL6IP1	9.2009	10.0071	9.3325	9.2233	9.5473	9.0330	11.1220	8.7610
218216_x_at	ARL6IP4	11.8286	11.9366	11.5123	12.2705	11.8592	11.9577	11.6243	11.7469
220597_s_at	ARL6IP4	9.7206	9.6953	9.2663	9.7098	9.6124	10.2415	9.4106	9.3652
200760_s_at	ARL6IP5	11.2803	12.2971	11.6224	11.3358	11.5654	11.0749	11.5059	10.8030
200761_s_at	ARL6IP5	10.6544	12.2194	11.2468	11.2243	11.8568	11.0148	11.1011	10.4354
217852_s_at	ARL8B	8.9949	8.5396	9.1072	8.8507	9.7960	9.2455	9.3271	8.8172
218185_s_at	ARMC1	9.7710	9.5445	9.3834	9.3967	9.6980	9.0175	9.6134	9.5308
221077_at	ARMC4	5.5731	5.3089	5.4534	5.6895	5.6958	5.9069	5.3850	5.4592
221758_at	ARMC6	8.0656	8.0173	8.5081	8.0250	8.2630	8.4145	8.0270	8.0891
219096_at	ARMC7	7.4109	6.9568	7.2657	7.2829	7.1979	7.5183	7.3785	7.4163
203486_s_at	ARMC8	9.1462	9.0272	9.2919	9.4748	9.0717	9.3919	8.6495	8.4702
203487_s_at	ARMC8	7.3727	6.8515	6.9016	6.9543	6.6132	6.8883	6.2460	6.9149
219094_at	ARMC8	7.1345	7.6040	7.2986	7.2904	7.3458	6.7340	7.2057	6.9980
219636_s_at	ARMC9	8.2843	8.3777	8.1197	8.0506	8.0057	7.7578	7.7629	8.0932
219637_at	ARMC9	8.5946	9.0163	8.2147	8.1271	7.8236	7.6078	7.8535	7.9582
220754_at	ARMC9	5.0935	5.0532	4.8287	4.5323	4.7211	4.9171	4.7490	5.0938
218694_at	ARMCX1	12.5010	10.5779	11.3760	11.7170	11.1999	10.1273	11.1975	12.6550
203404_at	ARMCX2	8.3212	7.4457	7.3298	7.8684	7.3045	7.3185	7.2781	8.0431
217858_s_at	ARMCX3	8.3109	8.1412	7.8987	8.2754	8.6365	7.0851	8.4616	8.6370
207799_x_at	ARMCX4	5.9505	5.6036	5.6427	5.8914	5.7644	5.8764	5.5591	6.0352
219335_at	ARMCX5	8.0303	7.3965	8.0927	8.4042	7.9703	8.0543	7.8552	8.4408
214749_s_at	ARMCX6	10.6924	10.7529	10.8808	10.8010	10.7102	9.8840	11.0254	11.1768
210828_s_at	ARNT	6.2346	5.9724	5.8465	5.8615	5.5770	6.1836	5.7883	6.3661
218221_at	ARNT	6.8395	7.3810	6.9421	6.6700	6.3694	7.1889	7.0900	7.5188
218222_x_at	ARNT	6.8823	7.1193	7.1857	6.7604	6.7231	7.3314	7.0578	7.2844
209824_s_at	ARNTL	7.5214	7.8999	7.6020	7.4531	7.2664	6.9479	7.0203	7.9483
210971_s_at	ARNTL	6.6498	6.9394	6.5145	6.1204	6.0990	6.3774	6.0180	7.1374
220658_s_at	ARNTL2	7.2762	6.8702	6.8160	6.0749	7.1665	7.8324	6.9155	6.8281
200950_at	ARPC1A	11.4600	10.7102	11.1784	11.4687	11.0581	11.1108	11.1974	10.4380
201954_at	ARPC1B	12.7444	13.3977	12.3970	12.8941	12.7702	11.5768	11.9531	11.7628
207988_s_at	ARPC2	12.3094	12.3399	12.2036	12.7098	11.8760	11.6893	12.1249	13.0067
208679_s_at	ARPC2	11.5459	11.4114	11.8640	11.8129	10.7983	10.7101	11.0538	12.7125
213513_x_at	ARPC2	10.6929	11.0292	10.9613	11.2913	10.5829	11.1461	10.8170	11.7269
208736_at	ARPC3	9.2736	9.9001	10.0725	10.7226	9.6106	11.2100	9.9263	10.1593
211672_s_at	ARPC4	9.9376	10.4667	10.4933	11.1479	10.7052	9.7063	10.8237	10.3041
217817_at	ARPC4	11.2173	11.1848	11.1078	11.0127	11.5610	10.0345	10.8722	11.2989
217818_s_at	ARPC4	10.0954	10.6488	10.2198	10.5364	10.9675	9.9662	10.6379	9.9951
211963_s_at	ARPC5	10.4601	10.7256	11.2067	10.4984	10.8114	10.3499	10.5084	11.7114
220966_x_at	ARPC5L	10.7818	12.1651	11.2954	11.2239	11.5489	10.9410	11.5753	11.6306
214553_s_at	ARPP19	7.6127	8.1136	7.7229	7.5295	7.8426	7.6586	7.9695	7.9582
221483_s_at	ARPP19	9.0693	9.1779	8.8853	8.7152	9.4033	9.1059	8.6587	8.7431
220359_s_at	ARPP21	4.6150	5.0603	5.2082	4.9374	4.5605	4.1670	4.7307	5.2308
207136_at	ARR3	6.4919	6.2988	6.3419	6.4952	6.2902	6.5994	6.4004	6.3962
218832_x_at	ARRB1	6.0409	5.7292	6.1498	6.9810	5.7366	6.0963	6.5588	6.1297
203388_at	ARRB2	7.6053	6.3514	6.8183	7.5652	7.2819	7.3560	7.3895	8.4314
204443_at	ARSA	7.0153	6.6498	6.4922	6.6979	6.4521	7.2086	6.8838	7.5002
206129_s_at	ARSB	6.9550	6.3574	6.3747	6.3620	6.2046	6.0065	6.2398	6.3937
206831_s_at	ARSD	6.9008	7.3618	7.2437	6.6113	6.3627	7.3512	6.8741	7.2589
207784_at	ARSD	6.6219	6.0630	6.4550	6.4316	6.5951	6.8740	6.5934	6.5163
205894_at	ARSE	8.2160	7.4195	8.1200	7.6622	7.0677	7.7142	8.4171	8.7894
214490_at	ARSF	5.7619	4.9984	5.4298	5.7906	5.4570	5.7555	5.1216	5.9329
219973_at	ARSJ	9.6550	8.3629	9.0270	8.8119	9.1212	9.6461	9.0800	8.8070
207919_at	ART1	6.7203	6.3836	6.6601	6.6311	6.6048	6.9539	6.4227	6.6229
210147_at	ART3	5.4001	4.9566	5.2022	4.7810	4.3712	4.0556	4.8114	4.2828
207220_at	ART4	4.8500	4.9001	4.6336	4.7336	4.9345	5.0141	4.7903	5.1066
207675_x_at	ARTN	6.7699	6.0623	6.4464	6.4492	5.8744	7.1544	5.7755	6.9201
210237_at	ARTN	6.7688	6.0499	6.6352	6.6683	6.4001	6.8507	6.2242	6.7881
216052_x_at	ARTN	6.8986	6.1539	6.4718	6.3723	6.1132	7.3459	5.8168	6.9727
205784_x_at	ARVCF	7.3730	6.9823	7.2617	7.1758	7.2879	7.3630	7.3066	7.3604
217516_x_at	ARVCF	7.7433	7.2049	7.3600	7.5139	7.5310	7.4855	7.7297	7.7868
210979_at	ASAH1	5.2105	5.2734	5.0338	4.9930	4.7944	5.0772	4.9735	5.4210
210980_s_at	ASAH1	7.9701	7.6287	8.1209	7.9460	8.3203	6.8164	7.7751	7.5471
213902_at	ASAH1	8.7816	8.6987	8.3294	8.8356	8.2286	7.3095	8.1125	8.2939
221039_s_at	ASAP1	10.8295	10.0674	9.5380	10.6645	11.1504	9.8265	10.2654	10.3074
220694_at	ASAP1-IT1	4.9156	4.9724	4.8306	4.7977	4.6182	4.6943	4.7457	5.1316
206414_s_at	ASAP2	9.7829	10.6797	10.0946	10.5603	9.6339	9.0444	9.2276	10.3329
219103_at	ASAP3	6.4011	6.6871	6.4640	6.4106	6.1933	6.8528	6.2665	6.5482
222236_s_at	ASAP3	6.7949	7.1144	7.6394	6.8234	7.1887	7.7390	7.1565	7.1768
212818_s_at	ASB1	8.4212	8.3709	8.3041	8.8383	8.2453	8.3243	8.6233	8.9765
212819_at	ASB1	7.3808	7.7120	7.4839	7.5754	7.3241	7.6568	7.5224	7.9277
218862_at	ASB13	5.8660	5.0605	5.3986	5.8909	5.0772	6.0464	5.1922	5.8559
208481_at	ASB4	5.0020	5.2273	4.8658	4.9027	4.5870	5.0948	4.8804	5.0850
217228_s_at	ASB4	5.2423	5.3557	5.0586	5.0044	4.9267	5.3827	5.1455	5.2766
217229_at	ASB4	5.0308	5.0714	4.8127	4.4460	4.5972	4.7923	4.7116	5.0317
221657_s_at	ASB6	7.7032	8.1175	8.0838	8.0037	8.4348	8.3734	8.0684	8.1589
219996_at	ASB7	5.7095	5.6949	5.7634	5.6003	5.8339	5.4532	5.3586	5.9286
218841_at	ASB8	7.1604	6.7080	7.3743	7.5832	6.6382	6.5532	7.0451	6.9966
205673_s_at	ASB9	5.9319	6.4633	6.0875	6.3543	6.1743	6.0152	6.1891	6.0475
219336_s_at	ASCC1	9.2743	9.2680	9.5062	9.4276	9.5439	9.2569	9.2380	9.8442
215684_s_at	ASCC2	7.4977	7.2239	7.6823	8.0154	7.5079	8.5973	7.9042	7.9465
209985_s_at	ASCL1	6.2711	5.8390	6.1191	5.8160	6.0927	6.3987	5.8322	5.9842
209986_at	ASCL1	5.7752	5.4235	5.4807	5.2853	5.3459	5.6007	5.4602	5.7806
209987_s_at	ASCL1	4.0919	3.6819	3.5596	3.3898	3.9878	3.2782	3.2098	4.2364
209988_s_at	ASCL1	3.0430	3.3273	3.1760	2.7469	3.6670	2.4789	2.5237	3.3979
213768_s_at	ASCL1	5.6782	4.3705	5.3296	4.9869	5.2898	5.2718	4.7833	5.5844
207607_at	ASCL2	5.2264	5.2026	5.0543	4.7792	5.0117	5.2573	5.0094	5.1393
221161_at	ASCL3	5.4925	5.1770	5.2403	5.4731	5.2494	5.4201	5.2726	5.5831
203427_at	ASF1A	5.8167	5.7731	5.7670	5.9732	5.7394	5.8746	5.7302	5.7053
203428_s_at	ASF1A	7.9868	7.3578	7.8249	7.9565	7.3947	7.4527	7.7825	8.0683
218115_at	ASF1B	9.7743	10.3693	10.2693	10.0314	10.4265	9.9114	10.5094	9.4296
206743_s_at	ASGR1	4.8429	3.6508	3.7775	4.2500	3.7110	4.2915	4.1911	4.4185
206130_s_at	ASGR2	5.7577	3.4614	4.7527	5.7583	4.1441	5.5565	5.0395	5.5640
218554_s_at	ASH1L	6.0404	5.4478	5.8050	5.9232	5.7894	5.4418	5.8903	5.9831
209517_s_at	ASH2L	6.0843	6.3981	6.2552	6.1984	6.4259	6.0640	6.0525	6.4065
214498_at	ASIP	5.5262	5.1699	5.1368	5.0878	5.5242	5.5190	5.2974	5.4694
204608_at	ASL	8.9100	8.7390	8.9370	8.6286	8.3978	8.7563	9.1581	8.9536
206779_s_at	ASMT	4.9604	4.9358	5.0489	4.9386	4.9278	5.3112	4.8970	5.2685
210551_s_at	ASMT	5.5194	5.6264	5.4974	5.5003	5.4574	5.7786	5.4966	5.9582
209394_at	ASMTL	8.2935	7.7849	8.2621	8.0322	8.2782	8.7622	8.1283	8.4552
36553_at	ASMTL	9.2668	9.5369	9.9980	9.7317	10.0557	10.1872	9.8035	9.9400
36554_at	ASMTL	8.2364	7.7721	8.2591	8.2215	8.4549	9.1710	7.8870	8.7816
207288_at	ASMTL-AS1	5.8470	5.6785	5.5252	5.6066	5.6712	6.0891	5.6208	5.9064
202024_at	ASNA1	9.7389	9.0507	10.1441	9.9242	9.8967	10.3514	9.8186	10.3107
205047_s_at	ASNS	11.8088	10.7043	11.6940	10.5832	10.9117	9.9608	11.7233	13.8053
217987_at	ASNSD1	8.3948	8.3381	8.7317	8.4879	8.7208	9.4497	9.0803	8.1047
206030_at	ASPA	7.2473	7.9329	7.4967	6.9405	6.8736	6.3476	7.6860	8.6013
205808_at	ASPH	7.6935	8.4570	7.2310	6.3164	7.2632	6.6812	7.1732	6.4847
207284_s_at	ASPH	5.7785	5.4557	5.3891	5.2885	5.3143	5.4847	5.4383	5.5747
209135_at	ASPH	11.0340	11.4459	10.2643	10.2222	11.5580	10.4684	11.1106	9.4706
210896_s_at	ASPH	10.8387	12.0921	10.2340	10.3654	12.2861	10.3536	10.9228	8.7883
214993_at	ASPHD1	6.3814	6.5126	6.3112	6.4534	5.9776	6.5829	6.3041	6.3814
219918_s_at	ASPM	9.1516	9.4376	9.6012	9.3320	9.5305	9.6510	9.9088	9.2536
219087_at	ASPN	4.7037	2.9079	3.0738	1.7440	2.2076	2.7961	2.7395	4.6700
218908_at	ASPSCR1	9.4465	8.8589	9.0709	9.4886	9.2440	8.8433	9.5822	9.4238
218857_s_at	ASRGL1	8.9885	8.2238	7.6138	8.7544	7.4012	8.0364	7.6218	6.9801
207076_s_at	ASS1	10.1852	9.7768	11.2890	9.3824	10.3090	10.0240	12.5021	13.3943
221135_s_at	ASTE1	6.4427	6.4495	6.4090	6.2292	6.3037	5.7037	6.4580	6.6995
213197_at	ASTN1	5.5893	5.0148	4.7671	5.0623	5.3992	5.5664	4.7729	5.0361
209693_at	ASTN2	4.8280	5.9796	5.6498	4.7649	5.2194	5.9305	5.0034	5.9232
215407_s_at	ASTN2	5.0909	5.5804	5.9642	5.0485	5.0381	5.7926	4.8998	5.7520
212234_at	ASXL1	9.9716	9.9633	10.1848	10.1539	9.7440	9.5074	9.4057	8.8862
212237_at	ASXL1	9.6643	9.3878	9.8791	9.9882	9.4624	9.0712	9.5393	8.7842
212238_at	ASXL1	9.5262	9.8228	9.6559	10.0105	9.2539	8.9354	9.6210	8.5468
218659_at	ASXL2	7.0057	7.2872	6.4957	7.7331	7.4095	8.0265	7.7644	7.2010
218782_s_at	ATAD2	9.6128	8.5792	9.3611	9.3913	9.2572	9.0630	8.9925	8.8287
213387_at	ATAD2B	5.2452	5.7518	5.3501	5.1480	5.0480	5.4681	5.0088	5.4582
219068_x_at	ATAD3A	8.2621	8.0344	8.1489	7.9189	8.5526	8.5175	8.3177	8.0047
220223_at	ATAD5	6.0177	5.9502	6.1598	5.8238	6.0792	6.2802	6.0515	6.1326
218874_s_at	ATAT1	6.7820	6.8871	6.4362	6.7874	6.9340	6.6971	6.4765	6.3633
205446_s_at	ATF2	6.9858	6.6140	6.4025	6.7293	7.0411	6.5437	6.6417	6.5295
212984_at	ATF2	8.1208	8.0085	8.2373	8.3904	8.0936	8.4394	8.3983	8.1459
202672_s_at	ATF3	6.9347	8.3022	6.7546	5.0173	8.2919	5.0616	8.2819	6.9672
200779_at	ATF4	11.3437	10.3464	10.6618	12.0635	11.0245	10.9655	11.7746	13.0025
204998_s_at	ATF5	7.6734	7.0284	6.9373	7.4537	7.5500	7.9833	8.0974	8.4801
217389_s_at	ATF5	6.6857	6.2485	6.6799	6.6097	6.5986	6.9461	6.5567	7.0056
217550_at	ATF6	7.6280	7.1903	7.0947	6.9066	7.5329	7.2095	7.4726	7.6824
203168_at	ATF6B	7.3258	7.4868	7.5084	7.6432	8.1936	7.3589	7.5499	7.3744
216208_s_at	ATF6B	6.6917	6.4083	6.5671	6.2965	6.3578	6.5454	6.4108	6.7807
206684_s_at	ATF7	5.4594	5.3389	5.2425	5.4238	5.2023	5.1950	5.1673	5.4132
207728_at	ATF7IP	5.1758	5.0337	4.9853	4.9046	4.5164	5.0834	4.7925	5.2199
216197_at	ATF7IP	5.2018	4.8505	4.5779	4.9314	4.1555	5.3577	4.8211	5.0357
216198_at	ATF7IP	5.2909	5.1233	5.2950	5.3275	4.9313	5.3431	5.1506	5.8311
218987_at	ATF7IP	6.8570	6.7585	7.1758	6.8467	6.9014	6.7040	6.7372	6.7167
219870_at	ATF7IP2	4.1225	4.4437	3.9092	4.4195	4.1905	4.1837	3.9414	4.1938
207774_at	ATG10	5.8050	5.8777	5.8738	6.0357	5.6742	5.7820	5.7767	5.8851
204833_at	ATG12	7.8822	7.2375	7.7471	7.7950	7.5840	8.2435	7.9249	7.7806
213026_at	ATG12	7.9869	7.4562	8.4431	7.7654	8.1724	8.7177	8.6163	8.0481
213930_at	ATG12	6.3264	5.9555	6.2237	6.1228	6.6923	6.5724	6.4717	6.9060
203363_s_at	ATG13	7.1284	6.8676	6.7285	7.0623	6.8078	7.0027	7.0072	7.2430
203364_s_at	ATG13	7.6414	7.3409	7.5922	7.7667	7.3060	7.5938	7.4566	8.3785
209021_x_at	ATG13	6.1008	5.8633	6.2537	6.3277	6.0167	6.1735	6.3425	6.7544
204568_at	ATG14	8.8567	8.8100	8.5237	8.8678	8.2373	9.8299	8.9146	9.1747
220521_s_at	ATG16L1	6.0679	5.7610	5.5968	6.0691	5.5681	5.8500	5.4284	5.8506
213300_at	ATG2A	7.8039	7.6546	7.7390	7.2399	7.3891	7.8183	7.8902	7.8190
219164_s_at	ATG2B	6.8332	7.3599	7.0231	6.7854	6.9056	6.6549	6.7212	7.1565
220237_at	ATG3	5.2901	5.7321	5.3422	5.1014	5.2888	5.3945	5.2758	5.3641
213115_at	ATG4A	5.5337	5.6930	5.9802	5.6648	5.5590	6.1235	6.2058	6.1561
204902_s_at	ATG4B	7.4750	7.2637	7.1464	7.4648	7.6044	7.3013	7.0763	7.2746
204903_x_at	ATG4B	8.2785	8.4071	8.2195	8.3038	8.3501	8.3489	7.9246	8.1466
212280_x_at	ATG4B	8.0392	8.0430	7.9657	8.0143	8.2559	7.9943	7.6436	7.8360
202511_s_at	ATG5	9.8274	9.6022	9.2693	9.5283	9.6271	9.7041	9.8017	9.8994
202512_s_at	ATG5	7.2163	7.0594	6.7405	6.8833	7.5422	7.3724	6.8067	7.8436
210639_s_at	ATG5	8.4620	8.4600	8.0364	8.2953	8.4549	8.7539	8.5646	9.0801
218673_s_at	ATG7	8.2077	7.7183	8.0045	7.6899	8.1239	8.2932	7.6622	8.1292
202492_at	ATG9A	8.6673	8.8774	8.7943	8.6363	8.4730	8.2570	8.5133	8.5685
219359_at	ATHL1	5.2040	5.1774	5.4041	5.6109	5.8603	5.5272	6.0522	5.5511
208758_at	ATIC	9.5729	9.5336	9.5961	9.9681	9.7774	8.8762	10.4131	9.9561
208442_s_at	ATM	7.2567	6.5794	5.9606	7.2002	6.5330	6.8091	6.7718	7.4192
210858_x_at	ATM	7.3262	6.0091	6.0785	6.6114	6.6690	6.3847	6.4417	7.0127
212672_at	ATM	8.1804	8.3393	7.1760	8.2837	7.8184	7.5988	7.7042	7.7199
201854_s_at	ATMIN	7.3168	7.7165	7.4046	7.7766	7.5260	7.0553	7.5707	7.6000
208871_at	ATN1	7.4755	6.7954	7.0798	7.3092	6.9138	7.5241	6.9903	7.0267
211076_x_at	ATN1	6.1633	5.7687	5.8470	5.9458	5.5673	6.0758	6.0057	6.3503
40489_at	ATN1	8.3988	7.5792	7.8711	8.3526	7.8360	8.5905	7.9082	7.8641
221336_at	ATOH1	6.1027	5.8524	6.2843	5.9382	5.7362	6.3996	6.1060	6.3392
203454_s_at	ATOX1	10.0022	10.8446	10.7745	10.6410	10.8709	10.8497	10.7343	11.0906
214255_at	ATP10A	5.1228	5.8059	5.5686	5.5736	5.0950	5.0356	4.4155	4.9881
214256_at	ATP10A	5.5584	5.0073	5.2362	5.5427	5.3670	5.8027	5.4371	5.6369
214070_s_at	ATP10B	5.4609	4.1075	4.7486	6.1088	5.4164	6.1799	6.0468	5.6052
220920_at	ATP10B	5.6453	5.3091	5.0707	5.1405	5.1699	5.3308	5.1680	5.4966
213238_at	ATP10D	9.0606	9.0811	8.4034	9.0096	8.4006	8.4800	7.7237	8.7246
213582_at	ATP11A	6.7590	6.7714	6.7818	6.7008	6.6303	6.9663	6.8747	7.1599
215842_s_at	ATP11A	6.3891	5.9538	6.3556	5.8350	6.1546	6.1443	6.0998	6.2753
216488_s_at	ATP11A	6.7605	6.6517	6.7963	6.7473	6.5773	6.8485	7.0835	6.8945
207367_at	ATP12A	4.1077	4.1947	4.1089	4.1597	4.2978	5.0553	4.1289	4.7842
218052_s_at	ATP13A1	7.5000	7.4755	8.1333	7.5022	7.4328	7.5958	7.6667	7.1313
218608_at	ATP13A2	8.6889	9.3291	8.5697	9.4368	9.0593	8.6573	8.3016	8.7037
