id	pr_gene_symbol	MDAMB231-ctl_vehicle-16149	MDAMB231-ctl_vehicle-16150	MDAMB231-ctl_vehicle-16151	MDAMB231-trt_cp-16152	MDAMB231-trt_cp-16153	MDAMB231-trt_cp-16154	MDAMB231-trt_cp-16155	MDAMB231-trt_cp-16156
212297_at	ATP13A3	8.5355	9.3033	8.5903	8.8290	9.1444	8.6086	8.6999	7.4626
219558_at	ATP13A3	7.5493	8.5528	7.2649	7.0541	7.5941	7.2060	7.7360	6.5944
220948_s_at	ATP1A1	12.9045	13.3072	12.2738	12.8490	13.2355	12.5275	12.9603	12.2271
203295_s_at	ATP1A2	5.8420	4.9184	5.7642	5.7855	6.2724	4.8847	4.9894	5.2951
203296_s_at	ATP1A2	6.4341	5.1830	6.1805	6.3923	6.6005	5.6466	5.6212	6.4684
214432_at	ATP1A3	6.1875	4.6486	6.1512	5.9357	6.1050	5.9433	5.5278	5.3684
201242_s_at	ATP1B1	12.4184	11.3988	11.7708	11.1479	10.3386	12.5350	11.2200	10.4485
204311_at	ATP1B2	6.5394	5.9221	5.9343	6.1309	6.7391	6.0434	6.0885	6.4528
208836_at	ATP1B3	10.8124	12.9145	11.5504	11.8577	11.3350	9.9148	11.0690	10.2977
220556_at	ATP1B4	5.3588	5.0898	5.2088	4.8635	4.9527	5.2657	4.7980	5.4131
205444_at	ATP2A1	6.6139	5.2112	6.4345	6.3292	5.6944	6.7021	5.3854	6.6958
209186_at	ATP2A2	11.4233	11.8833	11.2541	11.5892	10.8639	11.4665	11.4126	11.1020
212361_s_at	ATP2A2	8.9868	8.5661	9.3770	9.3269	8.7479	8.3575	8.4744	8.1203
212362_at	ATP2A2	6.5953	6.6281	6.3008	6.4072	6.3219	6.5556	6.0107	6.4319
207521_s_at	ATP2A3	7.2932	5.4647	6.5381	7.0883	6.0564	5.9248	6.9685	6.8434
207522_s_at	ATP2A3	8.2894	6.7171	7.1246	8.3824	6.9649	6.1000	8.1726	7.4961
213036_x_at	ATP2A3	7.5163	5.9635	6.2596	7.5978	6.3662	5.4286	7.1984	6.9092
213042_s_at	ATP2A3	6.8442	5.3592	6.1056	6.7986	6.0310	5.7358	6.8593	6.9096
209281_s_at	ATP2B1	6.4012	6.3386	7.8172	5.9378	6.3459	6.3190	6.6794	6.6751
212930_at	ATP2B1	6.7956	6.8231	7.4623	6.5470	6.9091	7.2868	6.9374	6.8591
215716_s_at	ATP2B1	7.9749	8.0189	9.0018	8.2355	7.7061	8.5373	8.8818	8.7562
204685_s_at	ATP2B2	6.8091	4.8747	5.8016	6.0926	6.7125	6.2711	4.8658	5.5778
211586_s_at	ATP2B2	5.0687	4.3758	4.7043	4.3549	4.8112	4.8584	4.6283	4.8218
216120_s_at	ATP2B2	5.8563	4.8836	5.2018	5.1730	5.4474	5.7315	4.7772	5.4793
207026_s_at	ATP2B3	5.7466	5.1601	5.4247	5.3731	5.6796	5.6556	5.4277	5.6974
215911_x_at	ATP2B3	5.1731	5.1792	5.1425	4.8687	4.8911	5.0723	4.9958	5.1890
216312_at	ATP2B3	5.3286	5.2392	5.2215	4.9705	5.1307	5.2679	5.1915	5.3519
205410_s_at	ATP2B4	6.7598	5.8913	5.8561	6.2348	6.2552	5.7003	6.5489	6.7904
212135_s_at	ATP2B4	7.9057	8.0033	8.4009	8.5759	8.2297	8.1039	8.4688	8.8070
212136_at	ATP2B4	7.5173	8.1582	8.0861	8.4772	8.1526	8.2320	8.3842	8.4067
209934_s_at	ATP2C1	7.5673	7.1534	7.2834	7.6152	7.1861	7.2664	6.9802	8.3698
209935_at	ATP2C1	7.0199	6.4242	6.9983	7.1558	6.7977	6.9779	6.7567	7.9636
211137_s_at	ATP2C1	7.3358	7.9033	7.3549	7.2519	7.3082	7.5958	6.8311	6.6145
206043_s_at	ATP2C2	5.4266	5.1763	5.8223	5.0282	5.0101	5.3408	5.1235	5.2714
214798_at	ATP2C2	7.1291	6.5793	6.7973	6.7930	6.7244	6.9581	6.7766	7.1347
207139_at	ATP4A	6.2087	6.3405	5.3890	5.9738	5.8978	6.0136	5.2795	6.0023
207546_at	ATP4B	5.4312	5.5732	4.5555	5.0326	4.9617	5.1143	4.5340	5.4591
213738_s_at	ATP5A1	12.4324	12.5032	12.7309	12.4996	12.3995	11.7634	12.4587	12.2110
201322_at	ATP5B	11.9487	11.4202	11.5304	11.7265	11.4986	11.1527	11.1544	11.5028
205711_x_at	ATP5C1	9.9777	10.3298	10.1791	10.1729	9.7345	9.7257	9.5741	10.2851
208870_x_at	ATP5C1	9.8788	10.5313	10.3639	10.3027	9.9809	9.7169	9.4647	10.1671
213366_x_at	ATP5C1	10.6890	10.8096	10.7291	10.8442	10.3175	10.0426	10.0306	10.8480
214132_at	ATP5C1	7.0091	7.8448	7.1597	7.4415	7.0071	7.9560	7.3560	7.4679
203926_x_at	ATP5D	9.9202	9.1290	9.3539	9.6098	9.5450	9.6078	9.8099	9.7061
213041_s_at	ATP5D	12.2529	10.9764	11.4880	11.8422	11.7628	11.5719	12.3460	11.7897
217801_at	ATP5E	11.5674	12.6961	12.0356	12.0679	11.6780	10.5427	12.1551	11.8115
211755_s_at	ATP5F1	11.4742	10.5421	10.9597	10.9573	10.4894	10.1893	10.7218	10.8421
208972_s_at	ATP5G1	10.6782	10.7219	11.6147	11.0102	11.6229	11.9854	11.5293	11.2090
207552_at	ATP5G2	5.6523	5.1598	5.2647	5.3044	5.2738	5.7377	5.3504	5.6073
208764_s_at	ATP5G2	9.6970	9.5723	9.9889	10.1868	9.2711	9.7522	10.6510	10.2666
207507_s_at	ATP5G3	12.7729	11.2989	12.1998	12.3691	11.5331	11.7907	12.9279	12.1492
207508_at	ATP5G3	12.5153	11.4170	12.0320	12.1853	11.6170	11.8206	12.5993	11.8841
210149_s_at	ATP5H	10.3849	10.8033	10.7974	11.8848	10.7505	11.3165	11.8197	11.6876
207335_x_at	ATP5I	11.7322	11.8476	11.7960	11.6608	11.1933	11.3704	12.1033	11.9885
209492_x_at	ATP5I	12.1808	12.3922	12.3452	12.2520	12.1108	11.5710	12.9969	12.7308
202325_s_at	ATP5J	10.1042	10.4040	11.0090	10.0520	10.0759	10.5734	10.9559	10.9359
202961_s_at	ATP5J2	11.7820	12.8824	12.7325	12.2777	12.6753	12.4550	12.7412	11.5579
207573_x_at	ATP5L	10.0465	10.8964	10.3194	10.0747	9.6931	9.5147	10.1252	10.0023
208745_at	ATP5L	8.4681	8.5464	8.8487	8.2922	8.0664	8.6494	8.5086	8.7403
208746_x_at	ATP5L	10.6359	11.5548	10.9234	10.6712	10.3706	9.7358	10.8231	10.6582
210453_x_at	ATP5L	10.6234	11.6048	10.7786	10.5756	9.9686	9.5902	10.6482	10.4079
200818_at	ATP5O	9.2697	9.2382	9.9462	9.3124	8.8698	8.8075	10.0382	10.0917
216954_x_at	ATP5O	8.4507	8.2028	8.4482	8.5404	8.2084	8.4178	8.7532	8.8378
206992_s_at	ATP5S	8.2245	8.3304	8.7577	8.7775	8.4220	8.6545	9.2337	8.6597
206993_at	ATP5S	6.3894	6.6747	6.3603	6.7232	6.3947	6.8118	6.6706	6.6488
218038_at	ATP5SL	9.1279	9.0289	9.1785	9.2571	9.2714	9.6554	9.2385	9.2061
45828_at	ATP5SL	10.5387	10.4022	10.8444	10.6608	10.5217	11.0514	10.8950	10.5576
207809_s_at	ATP6AP1	9.6898	9.7252	9.8848	9.6191	9.5538	9.2466	9.9491	10.3830
201442_s_at	ATP6AP2	6.1222	5.8930	5.8790	5.8029	5.7300	6.0575	5.9744	5.9914
201443_s_at	ATP6AP2	9.9739	11.1123	10.8233	10.3423	10.5856	10.5126	11.0431	10.3470
201444_s_at	ATP6AP2	8.0876	9.0353	9.0972	8.8200	9.0024	8.5462	8.9915	8.7424
205095_s_at	ATP6V0A1	7.0438	6.4646	6.7487	6.6577	6.5584	6.6318	6.2120	6.6994
212383_at	ATP6V0A1	7.8078	7.9198	7.6343	7.7655	7.9860	7.7262	7.9792	8.0151
205703_at	ATP6V0A2	5.2611	5.2093	5.0747	5.2323	5.0839	5.3437	5.1226	5.4532
205704_s_at	ATP6V0A2	7.4998	7.1645	7.2690	7.3183	7.4762	7.2557	7.0442	7.6907
217603_at	ATP6V0A2	5.0891	5.1600	5.1159	5.3365	4.9634	5.2411	5.0423	5.6740
220197_at	ATP6V0A4	6.3744	7.2964	6.6919	7.5739	7.3573	7.8891	6.8839	7.2448
200954_at	ATP6V0C	9.4900	9.4433	9.4394	9.7321	9.3648	9.5759	9.3973	9.6901
36994_at	ATP6V0C	11.8400	11.7050	11.8183	12.1602	11.5596	11.0909	11.8332	12.1918
212041_at	ATP6V0D1	11.1088	9.2832	9.8656	10.2689	10.1290	9.9013	9.8250	10.5024
200096_s_at	ATP6V0E1	10.5220	10.6390	10.8858	11.1371	11.0753	11.5790	10.9356	11.2253
201171_at	ATP6V0E1	8.0579	8.9225	8.0824	8.4280	8.3096	9.1467	8.4842	8.9457
201172_x_at	ATP6V0E1	9.9665	10.6918	10.7165	10.8045	10.8752	11.2128	10.7489	10.7405
214149_s_at	ATP6V0E1	8.1109	8.0352	7.4614	8.6140	8.7200	8.4233	8.1873	8.7740
214150_x_at	ATP6V0E1	10.2078	10.6777	10.8114	10.9262	10.7836	11.0547	10.6783	11.0164
214244_s_at	ATP6V0E1	7.2284	7.6043	7.1505	7.6531	7.4678	7.9952	7.3204	8.3526
213587_s_at	ATP6V0E2	9.6592	10.2099	9.3187	9.4478	9.5636	9.1995	10.2011	7.8266
201971_s_at	ATP6V1A	6.0540	5.7317	5.5861	5.0637	5.5744	5.9257	5.8639	5.2648
201972_at	ATP6V1A	8.1893	8.4220	8.1409	7.2836	7.8813	7.7834	8.2272	8.1332
205473_at	ATP6V1B1	4.6988	4.7667	4.5670	4.7336	4.4520	5.4170	4.5921	5.4890
201089_at	ATP6V1B2	8.9459	9.5210	8.5216	8.8437	9.5344	9.0052	8.3183	8.2428
202872_at	ATP6V1C1	7.4254	7.8576	7.2085	7.4893	7.6689	7.5290	7.8038	8.0297
202873_at	ATP6V1C1	6.9630	6.8751	6.6774	6.7186	6.6928	6.7165	6.7277	6.9487
202874_s_at	ATP6V1C1	8.3981	8.7814	8.1492	8.2290	8.2884	8.1609	8.8815	8.9698
208899_x_at	ATP6V1D	8.4199	9.2445	9.3719	9.1498	9.3692	9.5385	9.2613	9.1195
214923_at	ATP6V1D	6.0012	5.9118	5.8936	6.1035	6.0602	6.0795	6.0513	6.2372
208678_at	ATP6V1E1	10.1670	9.6038	10.4969	10.1733	9.7008	9.6252	9.7343	10.7877
201527_at	ATP6V1F	10.0016	10.2086	10.7209	9.7965	9.4403	10.4983	10.0796	9.9207
208737_at	ATP6V1G1	9.5305	9.9247	9.5300	9.6636	9.6763	9.4880	10.4848	9.8027
214762_at	ATP6V1G2	6.7714	5.7772	6.5120	6.3935	6.7745	6.7855	5.7573	5.9624
221504_s_at	ATP6V1H	8.1984	8.5168	8.4001	8.3855	9.3795	7.4898	9.2198	8.2159
205197_s_at	ATP7A	6.6837	5.8931	5.9413	5.5115	5.5668	6.3893	5.7984	5.8729
205198_s_at	ATP7A	6.5157	6.5909	5.9227	5.6304	5.7505	6.2765	6.3755	6.9480
204624_at	ATP7B	5.2874	5.2334	4.9582	5.7890	5.3298	5.8270	5.1917	5.7528
210192_at	ATP8A1	5.1110	5.3382	5.3640	5.1583	5.2043	4.6737	5.0122	5.2999
213106_at	ATP8A1	4.9150	5.9258	6.2009	6.2496	5.9835	3.7642	4.9993	5.3840
219659_at	ATP8A2	6.8808	5.8647	6.6753	6.9133	5.9474	6.5115	6.3546	6.6320
219660_s_at	ATP8A2	6.3586	5.9994	5.9429	6.1482	5.6552	5.9910	5.8790	6.3168
214594_x_at	ATP8B1	7.9002	8.2393	8.2417	7.5864	6.9370	8.0472	8.1344	8.4996
216873_s_at	ATP8B2	7.9643	7.6440	7.7928	7.7775	7.8521	8.0385	7.5941	8.2883
215319_at	ATP8B3	5.9639	5.7762	5.8565	5.5882	5.4589	5.8790	5.7089	6.0060
220416_at	ATP8B4	3.9095	4.2334	4.9550	3.7215	4.0627	5.0297	4.2310	4.6796
212062_at	ATP9A	6.9281	6.9625	6.8271	6.1156	5.5510	5.3272	6.2550	6.8731
216129_at	ATP9A	6.1160	5.3378	5.5852	5.3569	5.3845	5.4366	5.5927	5.9582
214010_s_at	ATP9B	7.4481	7.0645	7.2241	6.7325	7.3004	7.2447	6.8656	6.7585
214934_at	ATP9B	8.6587	8.5246	8.1298	8.3863	8.5427	8.4929	8.0347	8.1197
213057_at	ATPAF2	8.3109	7.8393	8.0349	7.9595	7.8215	8.6760	7.8282	8.6982
214330_at	ATPAF2	6.9789	6.8395	6.9917	7.1767	6.7196	7.0605	6.9470	7.0636
218671_s_at	ATPIF1	12.0865	11.8765	12.3510	12.2833	12.3688	11.5285	12.9503	12.1557
209902_at	ATR	7.8719	8.5061	7.9093	7.8409	8.5240	8.2409	7.8292	7.6251
209903_s_at	ATR	7.9354	9.0556	8.2270	8.1184	8.5788	8.6206	8.3310	7.7736
211852_s_at	ATRN	7.0720	6.8976	6.4940	6.2743	6.6563	5.8099	5.5370	6.8492
212517_at	ATRN	7.1188	7.6797	7.3611	7.4090	7.4058	7.1486	5.9504	6.8427
213744_at	ATRNL1	5.4003	5.0566	5.0910	5.4634	5.5513	5.6120	5.4496	5.8112
213745_at	ATRNL1	5.4689	4.8928	4.9563	5.0438	5.2539	5.3936	5.2980	5.6063
208859_s_at	ATRX	8.5790	8.6099	8.2431	8.1809	7.4307	7.7376	7.6954	8.1488
208860_s_at	ATRX	7.2479	7.0394	7.3502	7.1809	7.1262	7.0490	6.5745	7.2732
208861_s_at	ATRX	7.2964	6.9762	7.2247	7.1979	7.3737	6.7925	6.1850	7.4969
211022_s_at	ATRX	6.4603	6.2793	6.4214	6.1890	5.6903	6.0893	5.9090	6.6956
203231_s_at	ATXN1	6.2767	5.6614	6.1938	6.3668	5.7703	5.8095	5.4779	6.9041
203232_s_at	ATXN1	6.0766	6.1014	6.5852	6.6902	5.8348	5.7462	5.9817	6.6698
208832_at	ATXN10	8.2808	8.7516	8.6025	8.2063	8.4957	8.4550	7.8290	7.9201
208833_s_at	ATXN10	11.9298	11.3004	11.6502	11.2530	11.6276	11.4890	11.4535	11.2796
202622_s_at	ATXN2	8.3933	8.0894	8.0674	8.4529	8.3699	8.4324	8.1415	8.2197
201806_s_at	ATXN2L	7.6624	7.4564	7.5983	7.6176	7.6625	7.4742	7.7186	7.6068
207798_s_at	ATXN2L	5.9424	6.1458	5.6910	5.7375	5.6392	5.7451	5.5456	5.8344
205415_s_at	ATXN3	6.4491	7.0249	7.0317	6.7246	6.8027	7.3800	7.0020	6.9589
205416_s_at	ATXN3	5.6785	6.1557	5.6891	5.5978	5.7282	6.2019	5.2485	5.9772
216657_at	ATXN3	4.9076	5.0726	4.7694	4.6328	4.5953	4.8836	4.8132	5.1889
217321_x_at	ATXN3	5.1447	5.2051	4.9866	4.8318	4.7383	5.0958	4.9285	5.2894
216539_at	ATXN3L	5.1364	5.0607	4.8448	4.6742	4.6567	4.9468	4.9037	5.1193
204516_at	ATXN7	8.0581	8.1760	7.8106	8.4360	7.6928	8.4858	8.1684	8.0343
209964_s_at	ATXN7	6.7504	6.9035	6.6159	7.2472	6.3838	7.2393	7.1683	7.3353
214342_at	ATXN7L1	5.4666	5.5326	5.4093	5.1706	5.2415	5.5667	5.4354	5.6824
214343_s_at	ATXN7L1	5.7877	6.0714	6.0094	5.7267	5.7272	5.9739	6.0579	6.0721
212113_at	ATXN7L3B	8.8817	8.5125	8.2030	7.9526	8.0668	7.6774	8.2351	9.0252
212114_at	ATXN7L3B	9.2038	8.7579	9.1124	9.1537	9.6286	8.8987	9.7478	9.8257
216404_at	ATXN8OS	5.7792	5.6272	5.6546	5.7658	5.6937	5.9362	5.4772	5.9177
205052_at	AUH	7.2630	7.6521	6.9936	6.8624	7.2909	7.6432	7.5323	7.7431
220525_s_at	AUP1	11.8588	11.5433	11.7052	11.5325	10.4674	10.9410	12.0685	11.9649
208079_s_at	AURKA	11.6542	11.8324	11.4945	11.0089	11.7213	11.2520	11.5854	10.7568
208080_at	AURKA	7.0533	7.0609	6.8723	7.2833	6.9329	7.2849	6.8371	6.8328
218580_x_at	AURKAIP1	11.2688	11.5549	11.5480	11.5349	11.4277	11.2489	11.9230	11.3220
211107_s_at	AURKC	5.0292	4.9106	4.8603	4.9316	4.6474	5.2883	4.8371	5.0508
212599_at	AUTS2	4.1814	4.5045	5.4639	2.8018	3.2418	2.8010	2.4116	2.7483
219366_at	AVEN	8.4223	8.2265	8.0924	8.0479	8.6972	8.1448	8.2274	7.9174
205539_at	AVIL	6.0234	5.4133	5.9033	5.2946	5.2268	5.4749	5.9377	5.7341
210507_s_at	AVIL	5.8101	5.6851	5.9043	5.4665	5.5942	6.1715	5.6663	5.8104
212471_at	AVL9	6.7746	6.5470	6.4901	6.3366	6.3489	6.8254	6.7037	6.6525
212474_at	AVL9	8.0133	8.3781	8.5187	7.9872	7.6800	8.1184	8.1684	8.2538
212475_at	AVL9	7.4330	7.4893	7.1949	7.4731	7.0460	7.3070	7.3309	7.2994
207848_at	AVP	6.3573	6.3404	6.2335	6.4475	6.4848	6.8608	6.3720	6.5356
218631_at	AVPI1	7.0304	7.2410	7.8245	7.3910	6.9915	7.5612	7.1245	7.6973
206250_x_at	AVPR1A	6.4811	6.2955	6.1650	6.6189	6.4546	6.8023	6.2696	6.5322
206251_s_at	AVPR1A	5.2445	5.1481	4.9187	4.8654	4.8126	5.1127	5.0269	5.4494
206252_s_at	AVPR1A	5.3697	5.1749	5.0888	4.8318	5.1112	5.2811	5.0133	5.3840
208260_at	AVPR1B	6.3880	6.0385	6.1412	6.2411	5.7250	6.4894	6.3223	6.3996
208108_s_at	AVPR2	6.0096	5.8488	5.5551	5.7889	5.5037	6.0945	5.7331	6.0547
208111_at	AVPR2	5.4073	5.1624	5.5780	5.3478	5.2090	5.8513	5.2685	5.5575
202685_s_at	AXL	8.9433	8.5946	8.9577	9.0781	8.7889	8.7315	8.6347	8.6617
202686_s_at	AXL	13.8845	12.7411	13.9165	14.0094	13.1651	14.3402	12.8215	12.6996
209309_at	AZGP1	6.2800	8.5129	6.1509	4.8636	7.0975	9.2158	6.4843	6.3113
217014_s_at	AZGP1	6.7516	8.3134	6.8988	5.4027	7.0831	8.6771	6.7839	6.8461
217013_at	AZGP1P1	5.3633	5.6508	5.3710	5.1193	5.0130	5.6359	5.2866	5.6877
214742_at	AZI1	7.0755	7.3801	6.9876	7.0912	7.0792	7.2683	6.8871	7.3074
218043_s_at	AZI2	6.5369	6.6297	6.4597	7.0830	6.7806	7.2895	6.6455	6.7200
201772_at	AZIN1	8.1047	7.4515	7.5574	8.2304	8.6502	7.7438	8.3402	8.6005
212461_at	AZIN1	8.0818	7.5495	7.5955	8.0177	8.8237	7.6438	8.0678	7.4103
214575_s_at	AZU1	6.8825	6.7318	6.7946	5.9283	7.5333	6.7328	5.6440	7.0396
201891_s_at	B2M	13.2923	12.9679	13.5776	13.1050	12.8394	12.7623	13.3737	13.2674
216231_s_at	B2M	13.3010	13.1056	13.2733	12.9885	12.5969	12.4864	12.9810	12.6380
211379_x_at	B3GALNT1	7.3465	6.6381	6.5815	6.6563	6.2171	6.0579	5.9092	6.7953
211812_s_at	B3GALNT1	6.8878	6.4285	6.7529	6.2462	6.2037	5.8151	5.3483	6.3762
220829_s_at	B3GALT1	5.2742	5.2149	5.0546	5.0136	4.9273	4.8316	5.2089	5.2888
210121_at	B3GALT2	5.3404	4.8219	5.0132	4.6783	4.8294	5.2060	4.9201	5.3292
217452_s_at	B3GALT2	4.8841	4.3822	4.7245	4.4065	4.4926	4.7958	4.4574	4.8055
210205_at	B3GALT4	7.2810	7.6179	7.2371	7.4693	7.0419	7.3190	7.1057	8.1033
206947_at	B3GALT5	5.4006	5.5082	5.4621	5.2441	5.2187	5.4688	5.4810	5.5828
219521_at	B3GAT1	5.7456	6.0857	6.1966	5.5763	5.9589	6.2687	5.6429	5.9466
203452_at	B3GAT3	8.7471	8.8207	8.2801	8.9611	8.7802	8.6289	8.7328	8.7362
35179_at	B3GAT3	7.9558	8.1015	7.7436	8.1054	8.0247	8.2298	7.8083	8.2168
219326_s_at	B3GNT2	6.1394	6.3889	6.0105	6.2014	6.4893	5.7362	6.1784	5.7122
204856_at	B3GNT3	5.9456	6.1084	6.3936	6.1497	6.4068	6.4383	6.1261	6.3542
221240_s_at	B3GNT4	6.2165	5.8659	5.9208	6.0028	5.8916	6.5603	5.9538	5.9315
213589_s_at	B3GNTL1	7.8253	7.8623	8.0049	8.2205	7.9293	8.5713	8.1403	8.3764
215055_at	B3GNTL1	6.1916	6.0174	6.1974	6.1499	6.1059	6.6366	5.9366	6.5043
206435_at	B4GALNT1	5.8121	5.2190	5.6281	5.5697	5.7418	5.7165	5.9336	5.9274
201882_x_at	B4GALT1	7.1173	6.3699	6.7382	6.6393	6.8437	7.2174	6.7039	7.0485
201883_s_at	B4GALT1	7.4878	8.6992	8.8534	7.8475	8.4716	7.6422	7.5510	8.3210
211631_x_at	B4GALT1	6.7342	6.9093	6.7419	6.3006	6.6031	6.4064	6.5516	6.5389
216627_s_at	B4GALT1	5.9486	6.0613	5.6279	5.4824	5.5757	5.6791	5.4676	5.8272
209413_at	B4GALT2	7.3630	7.4156	6.9801	7.2924	7.5611	7.4335	7.2465	7.1989
210243_s_at	B4GALT3	10.0223	9.5332	9.3692	9.2835	9.5228	9.7838	9.7415	9.6105
210540_s_at	B4GALT4	6.6735	7.6458	7.2313	6.6901	6.9444	7.4137	6.9959	6.9071
212876_at	B4GALT4	7.3506	7.1612	7.2842	7.1605	7.6883	7.6836	7.2091	7.3346
221484_at	B4GALT5	13.6476	13.8550	13.6012	13.5651	13.7605	13.3258	14.1114	13.4391
221485_at	B4GALT5	12.2830	11.2219	11.7699	11.1903	12.7991	10.9730	12.1371	11.1503
206232_s_at	B4GALT6	6.8045	6.4069	6.4144	6.3401	6.5312	6.1152	6.3199	6.2996
206233_at	B4GALT6	7.0090	6.6457	7.0334	6.6633	7.2043	6.6154	6.6805	6.4878
222191_s_at	B4GALT7	9.2113	8.9248	8.8402	8.7830	8.9247	9.0587	8.4778	8.9237
53076_at	B4GALT7	8.2524	7.8925	7.6829	7.8510	8.2374	8.1612	7.5891	7.9337
205662_at	B9D1	7.7595	7.3744	7.6210	7.6061	7.6675	8.4621	7.2099	8.0277
210534_s_at	B9D1	8.6433	8.3708	8.2196	8.7304	8.5278	9.7438	8.4238	8.8159
210535_at	B9D1	6.0842	6.0481	6.0176	6.0550	6.0536	6.6844	5.9943	6.0219
219766_at	B9D2	7.2898	7.4236	7.5214	7.2535	7.4105	7.7781	7.2420	7.3438
218899_s_at	BAALC	4.5126	3.9883	4.8008	5.2429	5.0584	4.6063	4.2941	5.6474
206913_at	BAAT	5.8620	5.9278	5.7893	5.4138	5.4039	6.3218	5.6021	5.5688
221711_s_at	BABAM1	10.9507	10.8769	11.2364	11.5354	11.1825	11.9798	11.3123	11.8133
217904_s_at	BACE1	6.9713	7.0719	6.9640	6.9763	6.4766	6.8331	7.2036	6.8885
204194_at	BACH1	7.0507	5.6584	6.4328	5.7139	6.7494	6.4812	7.1939	6.6261
210818_s_at	BACH1	6.4104	5.7696	6.1563	5.5551	6.2997	5.8610	6.0316	6.1345
221234_s_at	BACH2	4.9116	4.0570	4.5916	4.0588	4.0685	4.1474	3.5859	4.6414
1861_at	BAD	10.9474	10.5506	10.1809	10.6507	10.2187	11.1085	10.1883	11.2759
202387_at	BAG1	8.4735	8.8123	8.3349	8.8396	8.7058	9.3489	8.1328	8.0039
211475_s_at	BAG1	8.3900	8.9294	8.6826	9.0887	8.9945	9.4124	8.7292	8.2476
209406_at	BAG2	10.0716	10.5665	10.9803	10.5220	11.3743	11.0435	10.7833	9.8078
219624_at	BAG4	5.9197	6.2166	5.4444	5.3686	5.9829	5.2943	5.8061	6.2256
202984_s_at	BAG5	9.2797	9.0254	8.5509	8.3004	8.7561	8.5208	8.4440	8.5317
202985_s_at	BAG5	8.6836	8.1148	8.2079	8.1116	8.5517	7.3969	8.5486	7.9744
201255_x_at	BAG6	10.8379	10.5880	10.5058	10.3548	10.7310	9.7946	10.4358	10.1787
210208_x_at	BAG6	10.9975	10.9893	10.8473	10.7357	11.3859	10.3442	10.8558	10.7541
213318_s_at	BAG6	11.4006	10.6978	10.8528	10.5969	10.9454	10.1169	10.5890	10.6204
207712_at	BAGE	4.5379	4.6674	4.0128	4.1721	4.3952	4.1397	4.4680	4.8882
219218_at	BAHCC1	5.6007	5.7807	5.7711	5.8051	6.1786	6.2795	6.0131	5.7545
203051_at	BAHD1	5.4390	5.9507	5.9376	5.8614	5.7001	5.9445	5.6990	6.0008
206083_at	BAI1	6.9078	6.5548	6.8353	6.5606	6.8609	7.6408	6.7480	7.0923
204966_at	BAI2	5.8438	5.6873	5.9520	5.3107	5.3737	5.7864	5.4186	5.5236
205638_at	BAI3	5.3826	4.6990	4.6728	5.2004	5.4526	5.2698	4.6918	4.4559
211568_at	BAI3	4.6992	4.7405	4.5616	4.3661	4.4806	4.6283	4.4295	4.6791
205293_x_at	BAIAP2	5.9899	6.5464	6.4851	7.1186	6.5599	7.0744	6.8242	7.3614
205294_at	BAIAP2	4.5726	4.8623	4.9161	5.6566	5.3145	5.4220	5.2572	5.4790
207832_at	BAIAP2	5.8420	5.6929	6.0503	5.9333	5.7360	6.3698	5.5937	6.4752
209502_s_at	BAIAP2	6.7991	7.4022	7.5919	7.7747	7.5899	8.2746	7.8179	8.6131
221178_at	BAIAP2L2	5.3161	5.2047	5.1451	4.8930	4.8452	5.2532	5.0230	5.1590
204874_x_at	BAIAP3	6.2135	6.2636	5.9522	6.0014	6.0916	6.3489	6.1695	6.1960
216356_x_at	BAIAP3	6.8085	6.7643	6.7145	6.6150	6.9473	7.1553	6.5302	6.9830
203728_at	BAK1	8.8436	8.4070	8.1403	8.9068	8.4699	8.6005	8.5706	8.9334
210125_s_at	BANF1	11.6164	11.2944	12.0131	11.5584	11.6191	11.9735	11.5774	11.3624
219667_s_at	BANK1	6.6204	7.3422	6.8739	6.8438	6.7045	6.4801	5.1574	5.5684
219966_x_at	BANP	7.2909	7.0391	7.0137	6.0270	6.4742	5.8882	6.4347	6.5989
201419_at	BAP1	9.0533	9.4454	9.3317	9.2240	9.0332	9.0463	9.3694	9.1539
205345_at	BARD1	6.3223	6.9803	6.5093	6.4191	7.1552	6.8139	6.8105	6.8158
219845_at	BARX1	6.2435	5.8524	5.5045	5.7668	6.0920	6.5414	5.5178	6.4037
210419_at	BARX2	6.3037	6.4407	6.9471	6.8054	6.6147	6.9893	6.3403	6.9057
202391_at	BASP1	14.7628	15.0000	15.0000	15.0000	15.0000	15.0000	11.8805	14.2240
205965_at	BATF	5.1972	5.4758	5.5775	5.3547	5.8072	6.0647	5.5541	5.8471
220358_at	BATF3	7.4873	7.1034	7.6170	7.9131	8.3179	9.2075	8.7954	7.5223
211833_s_at	BAX	9.7305	9.3890	9.9887	9.6359	9.8788	9.4861	9.2593	9.9745
217985_s_at	BAZ1A	9.2791	8.7986	9.3484	10.0790	8.6442	9.2679	9.1063	8.3765
217986_s_at	BAZ1A	9.2769	9.4521	9.2613	9.7722	9.2242	9.4204	9.2835	8.2365
208445_s_at	BAZ1B	10.0564	9.8122	10.0866	9.4897	9.6533	9.9127	10.1238	8.8768
211313_s_at	BAZ1B	6.4323	6.0378	6.6455	6.5049	6.3610	6.6373	6.3702	6.6500
213336_at	BAZ1B	8.0314	7.6688	7.8779	7.5667	7.9584	7.5385	7.5446	7.5312
